genre,id,name,artist,cluster
rap conciencia,0vLJOfGD9un0zK5K4UlTO4,La Soledad Comienza,Xhelazz,2
rock uruguayo,3Hh2NDo6xmxPZEVQ4E7NOT,No Somos Latinos,El Cuarteto De Nos,2
drift phonk,5mnpMkzp3Z2RCCbwIEZCbv,Phonky Town,PlayaPhonk,2
french hip hop,03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK),Soso Maness,4
meme rap,6kenOvzeNY6GxXTWKic1wd,Fuego,Shotgun Willy,2
rock uruguayo,0Gsw1SddS8flrLquzTLxkH,6 Días de Asueto,Riki Musso,2
french hip hop,0RE4crnT3jRms1xxVlEZx2,Bad boy,Marwa Loud,4
celtic metal,0ZICpziYDXDYmQ38hgJuXE,La posada de los muertos,Mägo de Oz,2
hardcore punk espanol,4tFYyQurNsy2ST5IfgeKhs,I si demà no tornara,Obrint Pas,6
rock uruguayo,37l4Qgcn1CuGlXx0jKhLpi,Caminamos,El Cuarteto De Nos,2
rock uruguayo,1XekWoZnWxXD7yZODzIDmo,Whisky en Uruguay,El Cuarteto De Nos,2
rock uruguayo,4mQhKCxIWCdF8oDFnWZ47c,El Día Que Artigas Se Emborrachó,El Cuarteto De Nos,2
russian folk metal,3giKdDV3Kf8omC3dAsYhaL,Борода,Zmey Gorynich,2
drift phonk,0ZE9OMXrBODYPdXD9OM47q,BACKWARDS,Ghostface Playa,2
argentine indie,13VEtVCYfLTVsq5STs3SlW,LUZ DELITO,WOS,2
rock uruguayo,0EMJ0Vs5E6VchaJuLRKdfq,La Flor de la Sandía (Frutas en el Aire),Riki Musso,2
rock uruguayo,2kHMrSmCFjxS76sQnhdxfJ,El lado soleado de la calle,El Cuarteto De Nos,2
rock uruguayo,54BzdXywkL08S9uxFuqwWQ,Nuestro Aporte,Riki Musso,2
flamenco fusion,4cdo24WodaLQMdYrMa8KaJ,Nadie Pone Fin,Antílopez,2
speedrun,7DQfrqIhMwLvoQSdtWknOh,Code Red,Dr. Phonics,2
russian folk metal,436ZEAYaedGUIUAfrFa6SH,Сорочинская ярмарка,Zmey Gorynich,2
rock uruguayo,6wvZKqzwmBZBBuBmgFi9Rd,Bella Ciao de Libertad,La Sonora Yarana,2
rock uruguayo,3mR3YUKYS7MWCrjKiUFYop,Cotidianidad,Orión,2
rock uruguayo,675IFHR3rOjk7agtkH7UJP,The Most Mysterious Song on the Internet,Scooter,2
folk metal,4RMRDTEu39u9G4XrrEGiXf,Rasputin (heavy demo version),Turisas,2
rap conciencia,6TSjtPuHtAlS8AHkOu8AQU,Mundo Hipócrita,Green A,2
rock uruguayo,7qfWb1KWbSssLMhfTsyT3C,They Took the Like,BloodyD,2
rock uruguayo,7CHDC5kUFQwIHsK1hhGpol,Criminal,Riki Musso,2
rap,7AzlLxHn24DxjgQX73F9fU,No Idea,Don Toliver,2
rock uruguayo,3EqqRfm2hQpui26Tz5yBtd,El Empleado y la Muerte,El Cuarteto De Nos,2
glee club,6cNSOKvw5hYVrOCrLw8joJ,Dream On (Glee Cast Version) (feat. Neil Patrick Harris),Glee Cast,2
album rock,1xsYj84j7hUDDnTTerGWlH,Dream On,Aerosmith,2
musica popular uruguaya,1vgfNhZVIU37PVkLXSuek6,Solari,Cuatro Pesos de Propina,2
rock uruguayo,0uCKawvDKjr0AegelrzSuX,El aprendiz,El Cuarteto De Nos,2
latin alternative,3xdzopoC8RLPrY8lKs0MSa,30 Monedas,Los Estramboticos,1
argentine telepop,6XxIFsqBxiUct0UK7deoJ0,Carnavalintro,Chano,2
drift phonk,6nqdgUTiWt4JbABDurkxMI,Sahara,Hensonn,6
hardcore punk espanol,3luzfQAgpTWihtYQN5XBmO,"Gasolina, Vidrio y Mecha",Boikot,6
phonk brasileiro,2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,INTERWORLD,6
argentine hip hop,5jW3rF4URMdK7tO2xjS5EI,Tal Vez,Paulo Londra,4
art pop,3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,2
corrido,2NWaWZZLFMcr5P4uI2KvWy,En El Radio Un Cochinero,Victor Cibrian,2
gym phonk,2KOR0FNI6I9OgSH0w59oCI,FIGHT CLUB,MoonDeity,6
rap conciencia,74xJ93SJIeY3yunnJ3lbGm,Calle de la Llorería,Rayden,2
glam punk,2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,Joan Jett & the Blackhearts,6
rock uruguayo,5Kc2wsk09yBPe4RDQMwXF4,Purple Passion,Diana,2
soundtrack,619p8Frf2gdv76xeN7At76,I Can Do Anything / Finale,Christopher Lennertz,2
indie game soundtrack,1K45maA9jDR1kBRpojtPmO,Attack of the Killer Queen,Toby Fox,2
rock uruguayo,299X2r8Ei0ecTat3CdmdaA,Beethoven Virus,Diana,2
emo,78OBZL4Z6QHdwwloWIh0Lt,Teenagers,My Chemical Romance,2
drift phonk,4oMyggIzClkOcCTvotFLkP,Why Not,Ghostface Playa,2
mallsoft,080PmEUcM6GjVE13suRCfq,Fire Magic,Virtual Mage,2
cumbia pop,3VSt7R9LHTomKGP1RhkvuT,Una y Otra Vez,Rombai,2
ska espanol,655QAfdhzs2uNgDs7YSxPW,Se Abrió la Vela,La Raíz,2
punk urbano,1xOEQF08gMK0lHuBrHHQww,Animales Hambrientos,Desakato,6
lounge,777zXDJpBufzttU4AJ2dGO,I Don't Want To Set The World On Fire,The Ink Spots,2
rock uruguayo,6YefwI4679EKTwDzbvCpRd,GARRETTS REVENGE - 2018 Cover,Aidan Vaughn,2
indie game soundtrack,1jDMi92a9zNQuPD3uPMkla,Fallen Down,Toby Fox,2
pov: indie,598B9RU1jZhObFSQJhisIa,Birthday Suit,Cosmo Sheldrake,7
pov: indie,1mJDRVCd0L65QSxfut8r3u,Brittle Bones Nicky,Rare Americans,7
reggae catala,79Ze2WRxpZDoMgi3V6vziD,Hijo de la Luna,Stravaganzza,5
punk urbano,0xyhHET6yRf0GQyEH6yexU,Señoras y Señores,Sonotones,6
alternative rock,5BvuyYHjA98IxU0nQUGzZr,Heavy Soul,The Black Keys,2
latin alternative,7f922j0QjIUJI7v3aAGQiP,Al Mas Allá,Los Daniels,1
comic metal,35xmSciP2D7fkPVQVjYdKe,Norwegian Reggaeton,NanowaR of Steel,2
ska espanol,4qn2ZtHRDmcfgVPnl38N8p,El asesino del tiempo,Dinamo,2
latin viral rap,3y7rAWPbsbUpjbqGFxIAww,Adán vs Zeus Rap,MegaR,1
latin alternative,57kYeaTLlVpVQMdflUoxYw,Rómpase el Vidrio en Caso de Emergencia,Allison,1
spanish rock,5WFMNTNftON3cLPLVa7kwi,Mundial 2006- Canal 4,Señor Trepador,2
indie rock italiano,63WuQOXohQIxOxIFA2K7bR,SUPERMODEL,Måneskin,2
pop argentino,3wmy2N3KGBM9qKRRb2bNLr,Una Noche Más,Robleis,2
dance pop,0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,2
rock uruguayo,5PeuB1pbYu2YiqJyTcgR1T,They're Not Happy About Me,Gabriel Templar,2
argentine hip hop,5Us3svqTvNAdnQfEYfoL5g,La Trampa es Ley,LIT killah,4
hopebeat,1TsrGEUQWMA7t542V7ppuP,Lent,Autoheart,2
punk urbano,5nFQqOyGBIC4jhddXgYNxW,Sácame de aquí,Gritando en Silencio,6
rock uruguayo,5Ujrafg3IAx5DjjBUkndSz,Rodeada de idiotas,Cobardes,2
indie valenciana,2GZKHCkIh25MTJHAFT7YoQ,Naixen Primaveres,Aspencat,2
argentine telepop,6xiXTpLR2J7epOmttWW984,Mecha,Chano,2
rock uruguayo,1Fw3koFuC2VWhPneAX2Gz4,Bedroom Rockstar,Blame Blop,2
punk euskera,7fVAyNC0cFsCNiGxCgSbwV,Aquellos Años,The Bobby's,6
ska catala,6IMZPYjW7FKdpMJcybAQMW,Volar,Agua Bendita,5
metropopolis,4umN41ggyywUcvMbZxhcHR,Oh No!,MARINA,2
indie extremena,2bFi0AdS4Ylh0BeJar5yw1,En Tarros de Miel,Sinkope,7
musica valenciana,7tiu52iT5YeFY7QhOCpmOs,Esbarzers,La Gossa Sorda,2
punk urbano,6Ur2sj2Q8E2Dp4x3erQWN4,Trasegando,Marea,6
indie valenciana,0uRC1one5JBBT6MyxNRcjy,Corazones Ambulantes,Valira,2
latin alternative,0tKdc5LRn5omaRRJJQ5wlh,Muchachos Esta Noche Me Emborracho,La Mosca Tse-Tse,1
rap politico,2NdH1GtFbmcoUQBkvX0zUL,Español,Ciniko el Octavo Arte,2
rap politico,45PIqvbAcMWK8DC3QkQu5p,Esclavos,Mala Praxis,2
rap galego,4cX2HECxTnhFTGHJ72RYt1,Purificación,Día Sexto,2
rap metal espanol,1Bddl2xpVtMPwn78K8dHu3,La Cigarra y la Hormiga,Sons of Aguirre,2
punk urbano,2Kbr1l42WvrWR0O9BaOIGe,El Pais de Alicia,Envidia Kotxina,6
rap politico,6nSmBTQCy2yZLj8NjNnqcL,Comancheria,Los Chikos del Maiz,2
pop venezolano,7gwT3HGL84vF7bgtwL1N88,Ojos Marrones,Lasso,2
pop,5rLi8B8qgk6qThwRnKHW2P,The Ballad of Mona Lisa,Panic! At The Disco,2
italian hip hop,38SWtyvUlLY7JRztpPB7N0,L'acqua der tevere,Rancore,4
rock uruguayo,13yE6UlhBfDgGZ56xUCnXu,Razones,El Cuarteto De Nos,2
chilean indie,6rj4baRaVhzNcXk3bu4afW,La mejicana,Tata Barahona,7
rap politico,31Fhs0pNaSsxYEavOPPN88,Puta Locura,Blake,2
rap underground espanol,2hS7Bn1HsYlBw4xQ6drw1u,Get High,Elane,2
spanish folk metal,3BVdbbFSuhVBHsvCgqCSTx,Seguimos en Pie,Lepoka,2
rap politico,2lXPDGSJBfF3tvelCmPfUN,Cara B,SFDK,2
rock uruguayo,1IV1pNKKPtSeJEA5BPTu1e,Leave It All To Me (iCarly chill),Torpe,2
punk urbano,6Zq5MmCCWhZMdcsZVbCsbg,A Puñetazos Con los Abrazos,Silencio Absoluto,6
punk urbano,3Nz3EIAo136Ki1fh7hXcfc,Octubres Rotos,Desakato,6
modern rock,0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,2
classic swedish pop,17pOLaBouf2EleJjsHfJSg,Hooked On A Feeling,Blue Swede,2
rock uruguayo,06qEGQMavekDfu9fVsFAMz,I Love Rock 'n' Roll,The Black Jets,2
lgbtq+ hip hop,27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,4
dance pop,6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,2
pov: indie,68EkhVWIeULhHxcbi1QhzK,World's Smallest Violin,AJR,7
alternative rock,3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,2
rock uruguayo,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,2
album rock,7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,2
argentine hip hop,3E4ZzO4ySupnYypDPXcc3D,Rockstar,Duki,4
g funk,3FNy4yzOhHhFBeA5p4ofoq,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2
rap politico,7sLAaxuPpzSBZHJeDdhz2U,Bang Bang,Blake,2
urbano espanol,39dJktBetsIgMLjFifrm6p,Ansiedad 3,Liz Forte,6
weirdcore,2LKOHdMsL0K9KwcPRlJK2v,After Dark,Mr.Kitty,6
country,6lyKOW0FNW6aAZdKVgoM8m,Good Time,Alan Jackson,2
australian pop,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Tones And I,2
video game music,3DCSgpzzdFwH4fwMcGi7Pr,Incantation,Russell Brower,7
rock uruguayo,1KzO88hc8I7InCz4IM0u3J,Me da igual,Charlie USG,2
reggae peruano,5LgEnbi7P6taZ8UKtHeygA,Llaman a la Puerta,Pochi Marambio y Tierra Sur,5
spanish punk,5y8xgNEwQx8sQfHSuw15Qf,Lobos,Kamikazes,6
rock uruguayo,0RyfX2mvCmwKBEWXD434tq,Frankenstein Posmo,El Cuarteto De Nos,2
punk catala,4mkrVjzTjKy1qttNNipfsL,Nuberu,mafalda,5
melodic groove metal,1sIq6r8UYBG03bBcg9qVfc,Valley of the Fallen,Scila,2
salsa,3scW7pt0vlhkCCgCNv5YR9,La Noche Mas Linda,Adalberto Santiago,2
indie triste,75UMtPC77vqKRwfSuYuNPO,San Lucas,Kevin Kaarl,7
argentine hip hop,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,4
baroque,0ROMalDdNg3L2HoZP4qFyJ,"The Four Seasons: Concerto No. 4 in F Minor, RV 297 ""L'inverno"" (winter): I. Allegro non molto",Antonio Vivaldi,2
rock uruguayo,45Cll8v6YLVa10EvCrP11j,Ragtime,Vince De Vera & Jason Garner,2
argentine hip hop,4hceSKjrkDTO0nMKFcb3sj,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,4
indie veneto,3qQsdqO1T3IrsaB87i6PAD,Danza dell'autumno rosa,Talco,2
punk urbano,0dSyp0Ll2nLUqUh1uvxb5i,A la Soledad,Desakato,6
modern alternative rock,5Q6fh8OEhBYepJaORz9lxe,Daddy Issues (Remix) feat. Syd,The Neighbourhood,2
gauze pop,37adYGaYaAWTGhBaOzX4Fh,Take A Slice,Glass Animals,2
gauze pop,1K2RnVhm3eauKnA8PAcPu1,Heat Waves - Slowed,Glass Animals,2
argentine hip hop,7kDD0sZCzLWalmbxLX4xMa,Si Te Lastimé - acústico,Seven Kayne,4
ska espanol,1VrwBgWyGqro52jYSWS5YY,Llueve en Semana Santa,La Raíz,2
punk urbano,3tk0F3IofksZWFhRxSOZjI,Malabares,Los De Marras,6
punk urbano,5WUSFdBFiSipPACl0nbDEd,Entre tus piernas,Gritando en Silencio,6
ska espanol,174LzUiYeKlC5rySXPtRg1,Nuestra Nación,La Raíz,2
punk urbano,2Xnwl1eRKRJoLDZ6cRxkE3,La Tormenta,Desakato,6
hardcore punk espanol,4ysVkD5SJnidvdeyKk97Lp,Korsakov,Boikot,6
spanish punk,5k0btdDbZjHtHanzky847r,De Festi? Vale,Trashtucada,6
hardcore punk espanol,4FjNOWxwlUgf30G9fMggpN,Hablarán las Calles,Boikot,6
hardcore punk espanol,496O2EfJmGm6LQpWjt9bGj,Salgo a la Calle (Bonus Track),Boikot,6
alternative metal,7piw04hPQZ1OHZ9Fq9JOXR,Time of Dying,Three Days Grace,2
alternative metal,5PZ2cqh9Yem2g6cTSOLllz,Pain,Three Days Grace,2
rock uruguayo,3ECQXmZjCKCHZgsVa0DBzS,Rorschach,El Cuarteto De Nos,2
rock uruguayo,2DuXBSTv5pkG9dc5TWDomK,Maldito Show,El Cuarteto De Nos,2
musica popular uruguaya,39K7E651wrt8PorEspTWb5,Mi Revolucion,Cuatro Pesos de Propina,2
cumbia pop,2iOuy9LsnYTQCpaUTGApBe,Donde tan los pibes,Mc Caco,2
cumbia pop,7xonDv1Le9tMf7F4ZXTzTT,La cajita feliz,Mc Caco,2
rock uruguayo,0ZIxMgutG4aP7jfPcmRnYu,La Ciudad Sin Alma,El Cuarteto De Nos,2
flamenco fusion,6BbHSY7jAjT3hDVmjnRUIe,Humo,Rupatrupa,2
indie extremena,5HSpMRUC4m3L3q48to2Kmu,So payaso,Extremoduro,7
rap metal espanol,0Yjb59fAq6ShYYouwweNfB,Paté de Tofu,Sons of Aguirre,2
ska,0sNwv0cBkQCtvAfjzJZbQ8,Consumo Gusto,Ska-P,2
euskal rock,4ElzHGmien7nf70YqQMO2h,Rico Deprimido,Kaotiko,2
hardcore punk espanol,7rJ26a6Z13AUOjCXSe10UZ,Lloraré,Boikot,6
ska espanol,4eoMumgTE1bYZxiRqTN4df,Radio Clandestina,La Raíz,2
ska,4zym5kQyHls6e5JZxm6UtO,Ni Fu Ni Fa,Ska-P,2
rap metal espanol,14rb1k1597yHftzHw46Abe,Velociraptor Vegano,Sons of Aguirre,2
ska espanol,1UHdRkhzIpUDZJJMPDTo3f,A la Sombra de la Sierra,La Raíz,2
euskal rock,2JXn1MQeFqowxtRxgmefuk,Otra Noche,Kaotiko,2
ska,5lEWyaVTW8ynLaKo0Xc5sK,Jaque al Rey,Ska-P,2
indie extremena,4Qn4NJZZhMQVxVROSb0Je1,Jesucristo García - Versión 2004,Extremoduro,7
rock uruguayo,4am7X8WNcYhqnToqnFH625,La Bestia,El Cuarteto De Nos,2
rap politico,2l2v3pRAsCs6V86PXDHVMe,La Estanquera de Saigón,Los Chikos del Maiz,2
rap politico,5VzfDf3J3AGem9WIX02Kcz,Mi Novia Es de Derechas,Los Chikos del Maiz,2
punk urbano,5Fronw7eoL0huzCEYSZe80,A la luz de una sonrisa,Gritando en Silencio,6
celtic metal,2xhkAlJjsSo3AqnwgnFBcx,Cadaveria,Mägo de Oz,2
folk-pop,7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,2
punk urbano,2JJuPgsSJJTfVZJkVO5CVp,Rutina en las venas - feat. Albertucho,Gritando en Silencio,6
argentine heavy metal,23wbyzX57usJHzKosmFM5g,Talismán,Rata Blanca,2
k-pop,3vPHCKu5UhbGLe9rs8dBGr,Scream,Dreamcatcher,2
trap triste,3GwzOCZQzmuZzOq0Rp6jxN,martes 13,killdevil,2
reggae catala,1nO2vGrP18kP5ok92k3MOH,Temerario,Itaca Band,5
latin rock,6YBBChCWBs546BtgxTtKqA,Medalla de cartón,Fito y Fitipaldis,1
punk urbano,2Gt5oL4aEufZvJy9KjEkxi,Cigarrito,Platero Y Tu,6
hardcore punk espanol,749QVthAEMdMPQdZBLQ98S,Jarama,Boikot,6
metropopolis,6lKRMylSZMtA7EqPl0pcdI,Are You Satisfied?,MARINA,2
lgbtq+ hip hop,2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,Lil Nas X,4
gauze pop,02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,2
rap politico,4QXiKcZwVr6MmgBXjsdGdU,Agua Pasá,SFDK,2
boom bap espanol,7zUhVz7yMmO1mmbfFI8R5i,Pura Droga Sin Cortar,Violadores Del Verso,0
compositional ambient,3lSOZb5rruEnFbe9xWELF6,Rue des trois frères,Fabrizio Paterlini,6
classical,61YM5SkqqeUjIBL7It56cs,Nocturne Op. 9 No. 2,Frédéric Chopin,6
hyperpop en espanol,4bW8Scxf4AMpjhdFbNw3dF,espiritu,Orslok,3
dark r&b,2bFGGsScXp2Tu10jKMCKO6,Figure You Out,VOILÀ,2
deep euro house,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,2
spanish hip hop,6XGDnUY1YOtIRegDVwKugM,Seguiré al Sol,Fyahbwoy,4
hyperpop en espanol,4uSlIN62vRGSsi8RmWp976,Domingo,El Virtual,3
metal galego,2dsRqyrSxZb86jSo57cRUz,Madre Anoche En Las Trincheras,Archivo Adxunto,2
drill espanol,3dyQfqPEASyhbdCnIteJQY,Nos Da Igual,KG970,2
drill espanol,1ihuKaXmGw57QvDYSVyDCW,Back 2 Back x B10,KG970,2
urbano mexicano,4hAYQuavbB0FYhyxBTbVal,Te Marqué Pedo,Alex Luna,6
rap conciencia,0wZMiRXKitvHFhcSqZriAe,Soy y No Soy,El Chojin,2
reggaeton,2rDZhKnPaPG054ExZ6nXUS,Jordan,Ryan Castro,2
rap conciencia,22WO8XRRCDhoCUtcLQtl9C,Qué bien te quedaba,Walls,2
trap argentino,2Z4FBa6hAEh7VTHYCqXy7P,OPA,Dillom,2
rap politico,6fKCqK8OB2MVnYCHD9moHj,Tiranosaurius Rex,Kase.O,2
argentine hip hop,1kjs5eR4DMzyB0gm1Z8waV,DANCE CRIP,Trueno,4
mexican hip hop,6lQ7ubRjFRpxkRtlFnMJRl,Arre,Simpson Ahuevo,4
alternative metal,0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,System Of A Down,2
alternative metal,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,2
alternative metal,0snQkGI5qnAmohLE7jTsTn,Toxicity,System Of A Down,2
ska espanol,3hJxG3eSoXeI2XbQ9nBeK2,Obediencia Ciega,La Raíz,2
dance pop,3yUcJwYu7fXAfqMj9krY6l,Thank You,Dido,2
indie poptimism,6LtHYDgYHRCHoKK3snfr2w,I’m Tired (with Zendaya) - Bonus Track,Labrinth,7
cali rap,6FuGJB290AQMAHTfjOYVaK,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,2
peruvian hip hop,2lAal4IOk6IQFfRkGaLDA6,Dragon Ball Super Broly Rap,Porta,4
rap politico,1xtGtCsjab1g10nm6joLdZ,Dispárame,Calero LDN,2
spanish hip hop,5JKDc7HClAX7gTibgUjuwu,Lumbre,Sharif,4
spanish hip hop,5kt0OltAfepJ7QHSOch45K,Si Tú Supieras,Little Pepe,4
boom bap espanol,6iVVHY41LSbfjeCIcki5LJ,Dando y Perdiendo (Remix),Rapsusklei,0
alternative hip hop,13plTOJUDmgBrTEd7yzTgq,Cowboys Don’t Cry,Oliver Tree,4
alternative hip hop,16PGd9HZZ4TSiQxtZYLSd9,The Internet,Oliver Tree,4
melodic rap,3iH29NcCxYgI5shlkZrUoB,gone girl,iann dior,2
melodic rap,5ls62WNKHUUrdF3r1cv83T,emotions,iann dior,2
alternative hip hop,0jk6J6B9ivegJc7dTg10Mp,Let Me Down,Oliver Tree,4
spanish folk metal,2yDkReUeTjk9AT6oPWV55Q,Contra Viento y Marea,Lepoka,2
melodic rap,36uNbyvWCUwSk3AnpQmu2I,thought it was (feat. Machine Gun Kelly & Travis Barker),iann dior,2
pop argentino,54RpEEWkM8J06EWS7MmtED,MALA,Robleis,2
bedroom pop,7qBT9qcbtkLqrfm9LiTNB4,Piel Canela,Cuco,2
rock uruguayo,4pK99WOgqZRQbeiac4Wjyi,Do I Make You Nervous?,Zepet,2
sad lo-fi,39LJCSHy7nB1akjmhMQ7Y7,Pain,Josh A,9
reggaeton,2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,2
alternative hip hop,6Ph8QwsRfZunN5e1GGBIqa,Hurt,Oliver Tree,4
art pop,3LGsgpx4TfxhXbr07OFKqs,Oblivion,Grimes,2
cantautor,3YVIXYX8FVRYiQfcc47gyb,Sólo los Locos Viven la Libertad,Pedro Pastor,2
latin alternative,4skuEIloXWuxxgekKupkEH,Tu Falta De Querer,Mon Laferte,1
cantautora mexicana,0zTSmiDzVkIPUPjsHcUWpe,Disfruto,Carla Morrison,8
g funk,1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Coolio,2
spanish hip hop,3gUE9hxZtrrNytY4YHaQG1,Déjate de cuentos,Brock Ansiolitiko,4
downtempo,1hEh8Hc9lBAFWUghHBsCel,Porcelain,Moby,2
indie game soundtrack,1J03Vp93ybKIxfzYI4YJtL,MEGALOVANIA,Toby Fox,2
rock uruguayo,25GrBh4vRCJpb142tggh2E,The Bonfire Behind The Slaughter,Oli Is MLG,2
rock uruguayo,2Oql5y6yNB0XUb8OWbi7pq,Flyday Chinatown,EVADE FROM 宇宙,2
rock uruguayo,0kqWb82ACdjcObDqDqD0zg,"No Tengo Hambre, Tengo Ansiedad",Alan Sutton y las criaturitas de la ansiedad,2
bedroom pop,2vOZZ5frOUXGdlyIqIGnUj,All My Friends Have Dogs,broox,2
electro,2cGxRwrMyEAp8dEbuZaVv6,Instant Crush (feat. Julian Casablancas),Daft Punk,2
folklore uruguayo,2ZSh2anXpuTLC6utOkavyb,La Violencia,Agarrate Catalina,2
punk urbano,59TvbAzNoYyOGF6WntnZge,A Tu Vera,Los De Marras,6
indie extremena,4z2EeFUp5Lhai9qhHtA6IF,Salir,Extremoduro,7
latin viral pop,1ey2nYPIpS7qGeZE649t8o,Aqui estoy clean,Missa Sinfonia,1
rap anime,40Tn8Uhu2GHHI64Tw8I7Jt,"El Corrido del ""ABDUZCAN""",Lalothing,2
canto popular uruguayo,0xoao6vtEvZxZ7VCv1qji1,Zanguango,Leo Maslíah,2
rock uruguayo,3PuB6UwBXxbyu4y1AbJIwv,Un Ratito,Alex Soto,2
argentine reggae,0ZLakHzHWqUIlkeDa4i8aC,Runaway,Los Pericos,5
british soul,3FAclTFfvUuQYnEsptbK8w,Back To Black,Amy Winehouse,2
peruvian rock,2wZOlqZsq00tdAlsmyh4YK,Gigantes de Arena,La Mente,2
rock uruguayo,3ECkz4odYU5HCv36zPYRwQ,Go Go Go Go! - Nightcore Version,Felsenstein,2
ska espanol,3d0SOLPqIBXkPZYl0CwhD7,Noches en Babylon,La Raíz,2
australian hip hop,0BGwAKW4u8kWOhWFflZxfl,Astronaut In The Ocean,Masked Wolf,4
spanish indie pop,2uhTEPAQvGHa69xwEEFEpE,Una Canción para No Decir Te Quiero,La Maravillosa Orquesta del Alcohol,7
hardcore punk espanol,1XbkYc0szlepSM3Na5EcG5,Kualqiier Dia,Boikot,6
rock uruguayo,3IfUwAUPyHvq5vfRMXK1WO,My head is spinning like a screw (Моя голова винтом),kostromin,2
otacore,6xqJ0XqDM9dVEW1jbm78wB,Discord,The Living Tombstone,2
oulu metal,1ovFnZv6mUe0LzAbfVqOmh,Dark Side,Blind Channel,2
viral rap,47enw9R1hdkfuxeSjoDQ0N,Paparazzi,Kim Dracula,1
lgbtq+ hip hop,67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),Lil Nas X,4
andean flute,5PXOPTdFcIJIumTvhDVpid,Kuntur,Lucho Quequezana,2
peruvian indie,1Ahb1lGCvsRSlmThubFzsy,Triciclo Perú,Los Mojarras,2
latin pop,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,Pedro Capó,1
turkish deep house,4OgwXdylh75fHfwUzJTUqg,Rockstar,Ilkay Sencan,2
turkish edm,5QVX2tGOF4w19BHtWPNpFu,Astronaut In The Ocean,Arem Ozguc,2
punk urbano,6ScI1xf3RszISXvLGmitY3,Corazon de mimbre,Marea,6
deep pop edm,3FS2e59gXFXrcg7sN2mL5z,Shots & Squats,Vigiland,2
latin alternative,0cOXDRG1giESc1QVrHpbGE,Amateur (Rock Me Amadeus),Molotov,1
rock uruguayo,3qvoWt50uOnKulCDVNkrWT,Hit The Deep End,Jordan Phoenix,2
indie rock italiano,3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,2
punk urbano,7GV2Vhko6RZloD7DmGUUFJ,La Gravedad de la Teoría,Albertucho,6
punk urbano,5f8T1Lbd35nauMBA3JfpJj,Descuida,Albertucho,6
punk urbano,4bO6qABw4zTcA9mp37Q5uI,Capitán Cobarde,Albertucho,6
