Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5YqEzk3C5c3UZ1D5fJUlXA,"7qmpXeNz2ojlMl2EEfkeLs,38PzLQE4GW8o7A18oGhi0x","Sunroof","Good Times Go","Nicky Youre,dazy",2023-06-09,163025,84,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"singer-songwriter pop",0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,4
52Zr0sinhWTCRrQhRRY4EP,"5M5PjPSiKeXynM6Ohu350r","Dragostea din tei","DiscO-Zone","O-Zone",2004-02-23,215386,70,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"eurodance,europop,moldovan pop",0.802,0.966,0,-3.933,1,0.0424,0.18,0,0.0611,0.684,130.099,4
7LrvlNIlAjAHVam2XbfN0N,"7DqUxnbDJwdpFRS8rIgVy0,0odnUZ4km1b1V4wGwDeBVJ","La Rumba del Tartamudo","Las Dos Caras del Hilo","TéCanela,Tomasito",2017-12-15,191729,46,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"flamenco fusion,flamenco,rock andaluz",0.776,0.829,4,-5.09,1,0.137,0.27,0.0000151,0.0457,0.838,105.832,4
7zrmKJCfEHluOWJy8LFnTs,"7GmXwGXJSsmWTkCyk5Twux,56n1NeXsTOOxjX3Z4lVMTJ","Ringui Dingui - con SFDK","Divertimentos, Vol. 2","Kase.O,SFDK",2021-04-23,205275,56,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,spanish hip hop,rap underground espanol",0.873,0.793,7,-5.866,1,0.0883,0.287,0,0.081,0.9,119.988,4
3qwcu0SWVoSLHvlhV41uia,"56n1NeXsTOOxjX3Z4lVMTJ","Tu Viento - Versión Deluxe","Inkebrantable (Versión Deluxe)","SFDK",2023-05-19,229784,39,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,rap underground espanol,spanish hip hop",0.824,0.444,6,-11.235,0,0.364,0.763,0.0000588,0.109,0.511,94.048,4
2w9wysl19C7xQxQYN0S2p1,"56n1NeXsTOOxjX3Z4lVMTJ,6uFTGm4t8Z6tXyCm22sLQM","Todo Lo Que Importa","Sin Miedo a Vivir","SFDK,Fyahbwoy",2014-12-16,248106,2,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,rap underground espanol,spanish hip hop",0.703,0.802,6,-7.319,0,0.241,0.0603,0,0.0716,0.727,88.672,4
4Vr8wfwNnm1HI4pfuANcd4,"56n1NeXsTOOxjX3Z4lVMTJ","Orgullo Banderillero","Sin Miedo a Vivir","SFDK",2014-12-16,268400,4,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,rap underground espanol,spanish hip hop",0.774,0.54,6,-6.58,0,0.404,0.099,0,0.14,0.618,83.954,4
749H5Zv3UejDRqMtE1UEAp,"7a3ryRcO3alwbqaX4RagzM,56n1NeXsTOOxjX3Z4lVMTJ","Sereno","Llepolies","ZOO,SFDK",2021-03-26,271226,50,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"mestissatge,rap catala,rap politico,rock catala,rap underground espanol,spanish hip hop",0.441,0.557,11,-7.597,0,0.152,0.802,0,0.172,0.691,82.524,4
289zheQgtKtJ3qhK5YlDTU,"56n1NeXsTOOxjX3Z4lVMTJ,3mJRY2eQ5S0cCsZla7vy0d","Ser Feliz y No Llorar en el Intento","Inkebrantable (Versión Deluxe)","SFDK,Sara Socas",2023-05-19,177466,33,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,rap underground espanol,spanish hip hop,bases de freestyle,rap canario",0.848,0.537,0,-8.151,1,0.129,0.731,0,0.119,0.518,110.044,4
7Gjlbz4TEoeBGH43eEd3hs,"0SnyKkoyBaB2fG8IJH4xmU","Como Alí","Máquina de Sangre","Los Piojos",2003-11-14,211653,1,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock",0.631,0.949,5,-2.718,1,0.0348,0.00228,0,0.118,0.922,151.788,4
5N9eyuZBayG61LAuriCFAr,"3OFrGQrdXwm0UgTERW6LAV","Vamo a Bailar a Tribunales","Alan Sutton y las Criaturitas de la Ansiedad","Alan Sutton y las criaturitas de la ansiedad",2018-04-24,192300,45,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"",0.75,0.572,1,-10.261,1,0.0792,0.107,0,0.0953,0.739,92.044,4
70tMZ6zOtPq18HMVPUgTyo,"7cOkK8AkHEuPjIRhycNt3P","Solo una Vez","Vale la Pena","La Caro Band",2003-04-14,291906,30,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"pop peruano",0.568,0.922,5,-3.535,1,0.0762,0.841,0.0000178,0.249,0.814,98.681,4
75cH5pVAqBto7c2yyCy4It,"56n1NeXsTOOxjX3Z4lVMTJ,3R8z9YIb6DBi9Z8gPbhyXs,5mhAqBlaOlTLA5txzZf22K","Creencias Personales","Lista de Invitados","SFDK,Accion Sanchez,Zeropositivo",2011-12-01,226893,21,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,rap underground espanol,spanish hip hop",0.574,0.901,1,-1.743,1,0.137,0.0399,0,0.208,0.583,100.089,4
3MFXvcV1mR0ZS1h7aWx4kv,"56n1NeXsTOOxjX3Z4lVMTJ","Jawelin","Jawelin","SFDK",2023-10-27,215761,26,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rap politico,rap underground espanol,spanish hip hop",0.773,0.711,0,-7.262,1,0.206,0.181,0,0.385,0.595,124.104,4
4VikOud5ZmdmHH6h7uQeDB,"3jO7X5KupvwmWTHGtHgcgo","Nos Siguen Pegando Abajo","Clics Modernos","Charly García",1983-11-05,206720,65,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol",0.655,0.894,2,-7.696,1,0.0994,0.0271,0.0684,0.0414,0.785,152.354,4
7qsVi4WfUTu87SoDMDi6wX,"6yQRoGwzyeHHHnUZGf6iZW","Escorpiones de Tequila","Referencias","BAMBIKINA",2016-04-15,275000,26,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie extremena",0.765,0.66,0,-7.085,0,0.0333,0.622,0.000127,0.144,0.479,120.07,4
6ytwjgwBRxYTUxYJbbkCtf,"5sWHDYs0csV6RS48xBl0tH","You're so Cold","First Steps","Two Feet",2016-07-29,196128,48,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie poptimism,modern rock",0.894,0.334,4,-7.852,0,0.0838,0.156,0.782,0.105,0.346,93.025,4
0USZx50eApN045zIIyjePN,"3KV3p5EY4AvKxOlhGHORLg,55Aa2cqylxrFIXC767Z865,1fYdgyGBrMIEML5cuo5FpZ","All The Time","All The Time","Jeremih,Lil Wayne,Natasha Mosley",2013-01-01,264200,66,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"chicago rap,pop rap,r&b,southern hip hop,trap,urban contemporary,hip hop,new orleans rap,rap,pop r&b",0.675,0.44,9,-9.298,0,0.349,0.545,0.00000624,0.197,0.0338,109.823,4
7tySfDFfBiCjraLdoy6In5,"7gHscNMDI8FF8pcgrV8eIn","Put It on Me","The Hearse","Matt Maeson",2018-04-27,202760,64,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"pov: indie",0.629,0.414,1,-5.782,1,0.0323,0.0068,0.0000778,0.0807,0.417,81.941,3
6MiVIH3fQlmz44jGx2DXn4,"5sWHDYs0csV6RS48xBl0tH","Love Is a Bitch","Love Is a Bitch","Two Feet",2017-05-19,181466,72,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie poptimism,modern rock",0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,3
5T3CKcSWLdue0NWwvF93fI,"0I6yADrmeyvw66g7yjkqIF,57QIoalYNjG2FjtUfxUNPW","It's Raining Men","It's Raining Men","The Living Tombstone,Eile Monty",2016-11-16,212449,35,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"otacore,pixel,pov: indie",0.557,0.865,5,-3.91,0,0.0477,0.0000746,0.0000555,0.381,0.406,135.939,4
2IvetNzSZMH5gwjInoyr18,"19xz1vcuKNjniGEftTOSSH","It's Raining Men","Success","The Weather Girls",1982,325426,62,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"disco,hi-nrg",0.69,0.744,1,-12.721,1,0.0613,0.034,0.598,0.453,0.56,136.918,4
2M9ro2krNb7nr7HSprkEgo,"7oPgCQqMMXEXrNau5vxYZP","Fast Car","Tracy Chapman","Tracy Chapman",1988-04-05,296800,81,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"folk,lilith,singer-songwriter,women's music",0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,4
6pWeJvzpQR1ihiUSJklOzD,"5ZqnEfVdEGmoPxtELhN7ai","Paseo","Voces de Ultrarumba","Estopa",2005-11-16,216440,63,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"pop flamenco,rumba,spanish pop",0.726,0.55,0,-9.676,1,0.0445,0.432,0,0.155,0.84,102.021,4
447r2keRxpkINmWYp83MlH,"1wGIhYkKWSq4yACtTkCkSX","Maquiavélico","Muerte","Canserbero",2012-03-22,284708,74,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"boom bap espanol,rap conciencia,rap politico,trap latino,venezuelan hip hop",0.554,0.868,11,-5.386,1,0.116,0.544,0,0.142,0.402,92.907,4
7MVIfkyzuUmQ716j8U7yGR,"5szJHKg5xeUlQ9pTqzdpic,19HM5j0ULGSmEoRcrSe5x3","Rara Vez","Rara Vez","Taiu,Milo j",2023-02-08,128677,81,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"trap argentino,trap latino,urbano latino",0.838,0.708,5,-4.668,0,0.166,0.176,0,0.343,0.96,119.984,4
02Wse1w8jxhXo5T7kRXgIe,"4NJhFmfw43RLBLjQvxDuRS,1oXTuUuZ4mJ1CU4XowxXwP,5tIZhFFY9R1Vqx7YKQsM4x","Leck mich im Arsch, K.231","Mozart: Complete Edition Vol.12: Arias, Lieder etc","Wolfgang Amadeus Mozart,Chorus Viennensis,Uwe Christian Harrer",2000-01-01,137000,22,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"classical,classical era,austrian choir",0.402,0.136,9,-22.743,1,0.0434,0.98,0.00000135,0.156,0.216,85.246,4
20n9GjrKJBmN7nMEb21cxc,"13JJKrUewC1CJYmIDXQNoH","Que Empiece el Juego","Jueves","El Cuarteto De Nos",2019-08-16,236706,51,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.735,0.723,9,-6.032,0,0.0725,0.0128,0,0.0539,0.533,119.938,4
1VNWaY3uNfoeWqb5U8x2QX,"5eAWCfyUhZtHHtBdNk56l1","Lonely Day","Hypnotize","System Of A Down",2005-11-22,167906,79,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"alternative metal,nu metal,rap metal,rock",0.47,0.796,8,-3.277,0,0.0336,0.362,0.0000011,0.133,0.215,113.108,3
3M214U0mwSm041GsQR3nrO,"1Cd373x8qzC7SNUg5IToqp","Toxic","Serotonin Dreams","BoyWithUke",2022-05-06,168066,74,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"sad rap",0.609,0.619,11,-5.677,1,0.311,0.749,0,0.264,0.689,179.71,4
6dGqGkYDoRrKh5UiIcTT22,"1Cd373x8qzC7SNUg5IToqp","Understand","Serotonin Dreams","BoyWithUke",2022-05-06,171946,68,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"sad rap",0.828,0.658,6,-6.19,0,0.14,0.81,0.00000106,0.277,0.917,103.051,4
4YLKHaxYieIw6iMVfIvKm7,"1Cd373x8qzC7SNUg5IToqp","Migraine","Lucid Dreams","BoyWithUke",2023-10-06,206560,61,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"sad rap",0.791,0.639,8,-4.962,0,0.104,0.358,0,0.0833,0.473,97.01,4
4ZUpTMKPYFTfJqamWFU9Zv,"1Cd373x8qzC7SNUg5IToqp,2cFrymmkijnjDg9SS92EPM","IDGAF (with blackbear)","Serotonin Dreams","BoyWithUke,blackbear",2022-05-06,140666,70,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"sad rap,alt z,pop",0.782,0.728,5,-5.93,1,0.0768,0.427,0,0.25,0.876,97.975,4
5IXdkgrT4lb9sKIb8tbOQ3,"1Cd373x8qzC7SNUg5IToqp,6TLwD7HPWuiOzvXEa3oCNe","Sick of U (with Oliver Tree)","Sick of U","BoyWithUke,Oliver Tree",2022-09-30,168676,66,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"sad rap,alternative hip hop",0.62,0.814,0,-3.192,1,0.0911,0.306,0,0.0977,0.654,92.714,4
1ypwNj8eK2qAMDEs4EiIIX,"6TLwD7HPWuiOzvXEa3oCNe,3t5xRXzsuZmMDkQzgOX35S","Miss You - Bonus Track","Alone In A Crowd","Oliver Tree,Robin Schulz",2023-09-29,206000,75,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"alternative hip hop,deep euro house,deep house,edm,german dance,pop dance,tropical house",0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4
3gr1pMLpDJGqErHhhl7dEO,"6ASri4ePR7RlsvIQgWPJpS,4exLIFE8sISLr28sqG1qNX,6TIYQ3jFPwQSRmorSezPxX","thought it was","on to better things","iann dior,Travis Barker,mgk",2022-01-20,172600,60,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"melodic rap,rap rock,ohio hip hop,pop rap",0.695,0.504,4,-6.09,0,0.0304,0.147,0,0.111,0.197,90.018,4
4BY4V1T0RJK1HmD2Q0ClyK,"053q0ukIDRgzwTr4vNSwab","Oblivion","Visions","Grimes",2012-03-12,251266,68,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"art pop,canadian electropop,grave wave,indietronica,metropopolis,neo-synthpop",0.697,0.529,2,-8.838,1,0.0338,0.115,0.896,0.0895,0.486,155.974,4
5DMrREzztuMUkLMDjMpJNY,"3KwmxIhSe9UTSEF37kwngR,5ttgIeUVka6FLyi00Uu5h8","Trampoline - Jauz Remix","Melt (Deluxe)","SHAED,Jauz",2019-12-27,236170,52,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"electropop,brostep,edm,electro house",0.49,0.606,7,-6.604,0,0.0424,0.169,0.00106,0.0704,0.119,126.553,4
1r9xUipOqoNwggBpENDsvJ,"53XhwfbYqKCa1cC15pYq2q,6U3ybJ9UHNKEdsH7ktGBZ7,57nPqD7z62gDdq37US9XJR,47mIJdHORyRerp4os813jD","Enemy (with JID) - from the series Arcane League of Legends","Enemy (with JID) [from the series Arcane League of Legends]","Imagine Dragons,JID,Arcane,League of Legends",2021-10-28,173381,75,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"modern rock,pop,rock,hip hop,pop rap,rap,underground hip hop,speedrun,video game music",0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4
0tr3v4Xa72pzKRlqb7v4Lu,"5EBH204cwRkvAWknwTAjCQ","Trasegando","La Patera","Marea",1999-07-26,166493,59,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"punk urbano,spanish punk",0.479,0.976,11,-4.397,1,0.085,0.0000863,0.00946,0.179,0.626,89.89,4
7svugfnT2bGt8zZTfVIclr,"4PkKM2KE5z1OhO6rHvD5Vy","Lobos","Lobos","Kamikazes",2020-05-22,246276,26,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"spanish punk",0.226,0.991,4,-2.602,0,0.0862,0.000328,0.0665,0.382,0.33,102.251,4
7fBJbfwWRSCje16iboEAF7,"5MgEV0h2E4COzAXi2BtQE7","Venimos del Desierto","Fierro por la 300","Nunca Jamas",2016-03-18,190521,44,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"sonora indie",0.627,0.803,2,-1.581,1,0.0357,0.0207,0,0.109,0.531,87.525,4
5Srks36XWpQoF47EYF7ExI,"5qi25oEuARj6wUbqiMSj0w","Rojitas","Poesía Básica","Extrechinato y Tu",2001-04-27,232000,52,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"indie extremena,spanish punk",0.599,0.497,4,-11.172,0,0.0399,0.105,0.00257,0.111,0.618,157.989,4
0y1QJc3SJVPKJ1OvFmFqe6,"7jdFEYD2LTYjfwxOdlVjmc","Way down We Go","A/B","KALEO",2016-06-10,213706,84,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"icelandic indie,icelandic rock,modern alternative rock",0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4
2C6fzRAlaWOhKCOsn5a0Nk,"5P57GCRyvU7ln5GwNXU8ku","Lo Que Me Mata","Después de Ver","La Franela",2010-12-28,227944,40,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock",0.664,0.811,9,-4.925,0,0.0287,0.0617,0,0.117,0.722,138.992,4
41rML4de6ySFAEgusyvq3R,"5D4KhPLXN5auMMJ0jy2N1A","Юность","FEMINA","почтисчастье",2017-05-09,196000,13,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"russian synthpop",0.581,0.862,0,-4.158,1,0.116,0.0000548,0.249,0.0494,0.715,144.919,4
0cc3HERtXGbBijz4EGqIWW,"4pFUriuYqqAmBCvqF9o6LW","Asado de fa","Puentera","Sara Hebe",2012,186357,42,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine indie,rap latina,rap politico",0.733,0.647,0,-4.654,1,0.269,0.442,0,0.117,0.834,85.085,4
4LAL36nGagL2EYjnXEz3vV,"13JJKrUewC1CJYmIDXQNoH","Insaciable","Porfiado","El Cuarteto De Nos",2012-04-27,230826,50,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.43,0.93,2,-3.75,0,0.0674,0.00392,0,0.274,0.5,186.122,4
3SqdNG4NyJwUNguqrmGtZ1,"0D5U7oXEE4dut2DPyUDLca","Incontinencia Verbal","2020","Las Pastillas del Abuelo",2020-11-13,231140,3,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock",0.452,0.746,7,-4.503,0,0.0332,0.0628,0.0000132,0.585,0.603,164.63,4
3SzuLiXQ0rsRRnt8mMXrNo,"5P57GCRyvU7ln5GwNXU8ku","Price for freedom","Hacer Un Puente","La Franela",2011-10-25,190197,21,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock",0.549,0.954,4,-4.943,1,0.0489,0.000131,0.00217,0.0942,0.86,160.052,4
3iOFY423D3690MfhE74F8A,"13JJKrUewC1CJYmIDXQNoH","21 de septiembre","Habla Tu Espejo","El Cuarteto De Nos",2014-10-06,236040,47,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"rock uruguayo",0.528,0.308,9,-9.769,1,0.0341,0.816,0,0.0934,0.256,80.017,4
5px66MtTBtuiCuX4yhqNdr,"0D5U7oXEE4dut2DPyUDLca","Por Colectora","Las Pastillas del Abuelo","Las Pastillas del Abuelo",2006,235066,5,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock",0.68,0.865,9,-6.504,0,0.0475,0.00253,0.00394,0.08,0.947,159.941,4
6tsl5di0G2WX2vkmCiESeH,"0D5U7oXEE4dut2DPyUDLca","Enano","Las Pastillas del Abuelo","Las Pastillas del Abuelo",2006,290306,15,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock",0.592,0.843,2,-5.951,1,0.0324,0.00512,0.000705,0.0942,0.584,140.094,4
3Azo521e0Tacq8znJWaDQO,"0D5U7oXEE4dut2DPyUDLca","Otra Vuelta de Tuerca","Las Pastillas del Abuelo","Las Pastillas del Abuelo",2006,321706,22,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"argentine rock",0.69,0.86,2,-4.324,1,0.0421,0.143,0,0.0963,0.951,144.968,4
1XVunUrydy4GwHcz9LheFE,"4AE4o0hck4magAI2urzzlh,1T7zBkQCOCacKjbnmFX7cp","Haggstrom","Vibecraft","Curly,GameChops",2023-10-20,168341,21,spotify:user:jkdl2p4vy07u8n6l77n4vp634,2024-08-18T15:14:44Z,"lo-fi vgm,pixel,vgm remix",0.732,0.514,7,-8.584,1,0.0397,0.307,0.00397,0.108,0.245,133.035,4
