id,name,artist,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,key,mode
08THvDquCuP6yqDo5g5JLe,Chivo Expiatorio - En Vivo,El Cuarteto De Nos,rock uruguayo,0.498,0.961,-4.332,0.0495,0.0135,0.0,0.969,0.578,146.01,4,5,1
1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,dance pop,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,0.536,119.986,4,4,0
6h5PAsRni4IRlxWr6uDPTP,More Than You Know,Axwell /\ Ingrosso,edm,0.646,0.741,-4.973,0.034,0.0275,0.0,0.312,0.571,123.077,4,5,0
7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,LMFAO,dance pop,0.75,0.736,-4.168,0.155,0.0202,0.0,0.265,0.355,130.011,4,5,0
5MhsZlmKJG6X5kTHkdwC4B,I'm an Albatraoz,AronChupa,swedish pop,0.883,0.817,-5.414,0.235,0.601,0.00449,0.11,0.595,128.078,4,0,1
2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,electro,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4,6,0
7ydVhVEl4cRGEAhxo7X5Ic,Pana Miguel,Keyan JRN,trap triste,0.491,0.785,-4.569,0.113,0.447,0.0,0.144,0.42,82.476,4,5,1
1FCsK0oKWCtDOYRPYSrYgO,Idea 22,Gibran Alcocer,ambient lo-fi,0.328,0.0704,-20.147,0.0319,0.986,0.946,0.108,0.15,51.696,4,0,0
63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,album rock,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691,4,1,1
6ftHPJyEHGqMaml3ZEwPm1,Llueve Sobre La Ciudad,Los Bunkers,chilean rock,0.486,0.794,-4.143,0.0336,0.0309,0.0,0.046,0.809,107.848,4,9,0
6b4ioB9n5Hkeu2GdSOWzJJ,C90 (Remix),John C,trap argentino,0.878,0.762,-5.095,0.0819,0.333,2.31e-06,0.0665,0.617,122.94,4,1,1
3kNQh1pLaQbZZoh6GDzHGp,Me Tengo Que Ir,Adolescent's Orquesta,salsa,0.463,0.65,-9.002,0.0376,0.386,0.0,0.237,0.912,97.293,4,2,0
1r2EerxDMVQbXxqsqnjUhy,Que Locura Enamorarme De Ti,Eddie Santiago,salsa,0.757,0.857,-5.035,0.0476,0.743,0.0,0.0674,0.912,94.778,4,1,1
26ucR33snMkRD6JExhoD6I,Una Aventura,Grupo Niche,salsa,0.699,0.83,-10.935,0.0365,0.275,0.00241,0.121,0.731,92.855,4,0,1
4ubwzNjqHGaZZ5k06PDx1H,Sin Sentimientos,Grupo Niche,salsa,0.607,0.622,-9.433,0.0354,0.414,0.0,0.176,0.66,82.777,4,2,0
5XWfwjzFNl2pTB737fx7qr,El Gran Varón,Willie Colón,salsa,0.645,0.665,-5.519,0.0384,0.581,0.0,0.0391,0.369,94.115,4,7,0
3fRIuTih8bzc0vtY9fHhvF,Talento De Televisión,Willie Colón,salsa,0.779,0.796,-6.675,0.0434,0.701,3.99e-05,0.0636,0.938,104.947,4,2,1
1nquycJ4zLhrT23rwtH5Wj,Vía Láctea,Zoé,latin alternative,0.534,0.759,-4.781,0.0469,0.0624,0.00484,0.104,0.574,150.976,4,7,1
100Tm6z29RfHTdUQ6NIs0s,Me Voy,Julieta Venegas,cantautora mexicana,0.575,0.679,-3.845,0.0278,0.0664,0.0,0.0956,0.601,107.878,3,2,1
75ncCwXqalTnnl6t1ruQRq,Dueles Tan Bien,Bruses,indie triste,0.709,0.366,-8.696,0.0472,0.0256,0.0,0.308,0.407,74.511,4,8,1
5xxR1xl7tiFlITtxzsuow0,La Rueda,Frankie Ruiz,salsa,0.72,0.814,-8.057,0.0384,0.495,1.55e-05,0.0731,0.962,102.894,4,5,1
3Pme6ghMt2iCDy4V2SqWPx,Cariño Malo,Los Kipus,classic peruvian pop,0.676,0.387,-5.971,0.0769,0.699,5.66e-05,0.104,0.626,137.501,3,3,0
2Ovxs4W5CIMcOIPLJq89ge,Déjalos,Los Embajadores Criollos,classic peruvian pop,0.806,0.431,-13.511,0.0629,0.775,1.04e-06,0.0747,0.932,144.699,3,9,0
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,dance pop,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,4,5,0
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,dance pop,0.751,0.834,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053,4,1,0
6ic8OlLUNEATToEFU3xmaH,Gimme More,Britney Spears,dance pop,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,4,2,1
7AqteBGkJ5edFjEfYf8mXf,Liki Bessmertnykh Bogov,Arkona,folk metal,0.311,0.939,-4.24,0.061,0.0211,0.0175,0.102,0.393,159.147,3,0,1
68WeKkXsg8jUZ57t3bz6qe,Yo Me Voy Pa' la Cumbia,Sergent Garcia,latin alternative,0.826,0.757,-4.682,0.15,0.0081,0.000357,0.312,0.728,95.986,4,0,1
04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,emo,0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,4,4,0
0M955bMOoilikPXwKLYpoi,I Hate Everything About You,Three Days Grace,alternative metal,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,4,6,0
6Nm8h73ycDG2saCnZV8poF,Dragula,Rob Zombie,alternative metal,0.59,0.963,-6.489,0.0676,8.75e-05,0.000105,0.0781,0.586,125.033,4,0,0
3Tg8JctqoeIwZ3Rue8BjaI,Ratamahatta,Sepultura,alternative metal,0.53,0.95,-5.402,0.0959,0.00801,0.205,0.33,0.411,112.627,4,10,0
3Te8uLyit6X3ncNW8Fp3K2,Immortals,Fall Out Boy,emo,0.616,0.868,-3.606,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,4,2,1
47atuTch0AN7NvP9vp42a5,Ramble Tamble,Creedence Clearwater Revival,album rock,0.347,0.8,-6.651,0.0294,0.00147,0.769,0.0975,0.66,103.725,4,7,1
69Yia3qCLw6N9U80WhLwLn,Voice of the Soul,Death,death metal,0.158,0.572,-6.293,0.0346,0.000926,0.893,0.144,0.347,79.176,3,7,0
3q9G9SvgdfE1fxlvoDIb20,Paranoid,Black Sabbath,album rock,0.423,0.685,-9.651,0.078,6.28e-05,0.00642,0.133,0.328,162.78,4,4,0
4dUES55SAFKZp4ekMlLHWZ,NO SON KLLE,Santa Fe Klan,mexican hip hop,0.456,0.845,-4.283,0.274,0.424,2.78e-06,0.107,0.55,173.922,3,11,1
1Hs1uUl8o2VtDp1DABFq0O,Los del Espacio,LIT killah,argentine hip hop,0.813,0.682,-3.598,0.0402,0.107,0.0,0.108,0.634,120.011,4,0,1
48vnZJGacXc78tqN9gcNPZ,Todo Lo Que Importa,SFDK,rap politico,0.703,0.802,-7.319,0.241,0.0603,0.0,0.0716,0.727,88.672,4,6,0
41wVwJUWk1urN57CfAajMJ,Cleopatra,Rapsusklei,boom bap espanol,0.69,0.703,-6.911,0.109,0.0204,1.64e-06,0.0889,0.287,80.067,4,1,1
3OC3AO2zGgcyM7pAFO47YZ,Yemen,Kase.O,rap politico,0.714,0.544,-7.047,0.418,0.257,0.0,0.197,0.92,82.841,4,11,0
14Qcrx6Dfjvcj0H8oV8oUW,"""In The Hall Of The Mountain King"" from Peer Gynt Suite N°1, Op. 46",London Symphony Orchestra,british orchestra,0.475,0.13,-17.719,0.051,0.916,0.956,0.101,0.122,112.241,4,7,1
2O1EHaqGqQjAqshMGOBfyB,Amor De Etiqueta,La Caro Band,pop peruano,0.568,0.922,-3.56,0.0827,0.826,1.21e-05,0.183,0.844,98.402,4,5,1
6IbnUaczZBT34DhaD6S18F,Bubblegum Bitch,MARINA,metropopolis,0.495,0.856,-5.123,0.0311,0.000219,0.0,0.103,0.609,158.024,4,0,0
1lb3H41lbvAN28N7yqRNL9,Idea 10,Gibran Alcocer,ambient lo-fi,0.339,0.242,-20.446,0.0383,0.978,0.871,0.104,0.711,87.053,3,7,0
1Kb2DqjHRvOcT5xeWtz3t5,Ferme Les Yeux,Sylvain Chauveau,ambient,0.0,0.0323,-23.636,0.0,0.994,0.973,0.0922,0.0,0.0,0,2,0
1yqM5O07lL7R6UAdK5jvrR,Oceans Apart,Ben Crosland,background piano,0.396,0.0559,-20.707,0.0599,0.987,0.935,0.11,0.278,95.217,1,9,0
5eujblqQ4RS7WDwyqZuMrf,Martes Otra Vez (feat. Roberto Musso),Meteoros,pop argentino,0.692,0.517,-14.585,0.0338,0.00893,0.000122,0.062,0.969,122.796,4,9,0
6HkGQ1F0ZtPHbnp1GCdLZK,Opheliac,Emilie Autumn,cello,0.478,0.733,-9.302,0.312,0.0221,0.0,0.0669,0.274,160.049,4,7,0
46RHz0aqfrwRmGMdEgenL4,Tantas Veces Dijeron,Rapsusklei,boom bap espanol,0.729,0.87,-4.426,0.201,0.0707,0.0,0.475,0.742,95.019,4,1,1
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,piano rock,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,0,1
5YqEzk3C5c3UZ1D5fJUlXA,Sunroof,Nicky Youre,singer-songwriter pop,0.768,0.714,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,4,10,1
52Zr0sinhWTCRrQhRRY4EP,Dragostea din tei,O-Zone,eurodance,0.802,0.966,-3.933,0.0424,0.18,0.0,0.0611,0.684,130.099,4,0,1
7LrvlNIlAjAHVam2XbfN0N,La Rumba del Tartamudo,TéCanela,flamenco fusion,0.776,0.829,-5.09,0.137,0.27,1.51e-05,0.0457,0.838,105.832,4,4,1
7zrmKJCfEHluOWJy8LFnTs,Ringui Dingui - con SFDK,Kase.O,rap politico,0.873,0.793,-5.866,0.0883,0.287,0.0,0.081,0.9,119.988,4,7,1
3qwcu0SWVoSLHvlhV41uia,Tu Viento - Versión Deluxe,SFDK,rap politico,0.824,0.444,-11.235,0.364,0.763,5.88e-05,0.109,0.511,94.048,4,6,0
2w9wysl19C7xQxQYN0S2p1,Todo Lo Que Importa,SFDK,rap politico,0.703,0.802,-7.319,0.241,0.0603,0.0,0.0716,0.727,88.672,4,6,0
4Vr8wfwNnm1HI4pfuANcd4,Orgullo Banderillero,SFDK,rap politico,0.774,0.54,-6.58,0.404,0.099,0.0,0.14,0.618,83.954,4,6,0
749H5Zv3UejDRqMtE1UEAp,Sereno,ZOO,mestissatge,0.441,0.557,-7.597,0.152,0.802,0.0,0.172,0.691,82.524,4,11,0
289zheQgtKtJ3qhK5YlDTU,Ser Feliz y No Llorar en el Intento,SFDK,rap politico,0.848,0.537,-8.151,0.129,0.731,0.0,0.119,0.518,110.044,4,0,1
7Gjlbz4TEoeBGH43eEd3hs,Como Alí,Los Piojos,argentine rock,0.631,0.949,-2.718,0.0348,0.00228,0.0,0.118,0.922,151.788,4,5,1
5N9eyuZBayG61LAuriCFAr,Vamo a Bailar a Tribunales,Alan Sutton y las criaturitas de la ansiedad,,0.75,0.572,-10.261,0.0792,0.107,0.0,0.0953,0.739,92.044,4,1,1
70tMZ6zOtPq18HMVPUgTyo,Solo una Vez,La Caro Band,pop peruano,0.568,0.922,-3.535,0.0762,0.841,1.78e-05,0.249,0.814,98.681,4,5,1
75cH5pVAqBto7c2yyCy4It,Creencias Personales,SFDK,rap politico,0.574,0.901,-1.743,0.137,0.0399,0.0,0.208,0.583,100.089,4,1,1
3MFXvcV1mR0ZS1h7aWx4kv,Jawelin,SFDK,rap politico,0.773,0.711,-7.262,0.206,0.181,0.0,0.385,0.595,124.104,4,0,1
4VikOud5ZmdmHH6h7uQeDB,Nos Siguen Pegando Abajo,Charly García,argentine rock,0.655,0.894,-7.696,0.0994,0.0271,0.0684,0.0414,0.785,152.354,4,2,1
7qsVi4WfUTu87SoDMDi6wX,Escorpiones de Tequila,BAMBIKINA,indie extremena,0.765,0.66,-7.085,0.0333,0.622,0.000127,0.144,0.479,120.07,4,0,0
6ytwjgwBRxYTUxYJbbkCtf,You're so Cold,Two Feet,indie poptimism,0.894,0.334,-7.852,0.0838,0.156,0.782,0.105,0.346,93.025,4,4,0
0USZx50eApN045zIIyjePN,All The Time,Jeremih,chicago rap,0.675,0.44,-9.298,0.349,0.545,6.24e-06,0.197,0.0338,109.823,4,9,0
7tySfDFfBiCjraLdoy6In5,Put It on Me,Matt Maeson,pov: indie,0.629,0.414,-5.782,0.0323,0.0068,7.78e-05,0.0807,0.417,81.941,3,1,1
6MiVIH3fQlmz44jGx2DXn4,Love Is a Bitch,Two Feet,indie poptimism,0.532,0.178,-9.754,0.0541,0.614,0.14,0.0985,0.103,149.879,3,9,0
5T3CKcSWLdue0NWwvF93fI,It's Raining Men,The Living Tombstone,otacore,0.557,0.865,-3.91,0.0477,7.46e-05,5.55e-05,0.381,0.406,135.939,4,5,0
2IvetNzSZMH5gwjInoyr18,It's Raining Men,The Weather Girls,disco,0.69,0.744,-12.721,0.0613,0.034,0.598,0.453,0.56,136.918,4,1,1
2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,folk,0.711,0.292,-15.523,0.037,0.313,0.0,0.131,0.194,103.951,4,4,0
6pWeJvzpQR1ihiUSJklOzD,Paseo,Estopa,pop flamenco,0.726,0.55,-9.676,0.0445,0.432,0.0,0.155,0.84,102.021,4,0,1
447r2keRxpkINmWYp83MlH,Maquiavélico,Canserbero,boom bap espanol,0.554,0.868,-5.386,0.116,0.544,0.0,0.142,0.402,92.907,4,11,1
7MVIfkyzuUmQ716j8U7yGR,Rara Vez,Taiu,trap argentino,0.838,0.708,-4.668,0.166,0.176,0.0,0.343,0.96,119.984,4,5,0
02Wse1w8jxhXo5T7kRXgIe,"Leck mich im Arsch, K.231",Wolfgang Amadeus Mozart,classical,0.402,0.136,-22.743,0.0434,0.98,1.35e-06,0.156,0.216,85.246,4,9,1
20n9GjrKJBmN7nMEb21cxc,Que Empiece el Juego,El Cuarteto De Nos,rock uruguayo,0.735,0.723,-6.032,0.0725,0.0128,0.0,0.0539,0.533,119.938,4,9,0
1VNWaY3uNfoeWqb5U8x2QX,Lonely Day,System Of A Down,alternative metal,0.47,0.796,-3.277,0.0336,0.362,1.1e-06,0.133,0.215,113.108,3,8,0
3M214U0mwSm041GsQR3nrO,Toxic,BoyWithUke,sad rap,0.609,0.619,-5.677,0.311,0.749,0.0,0.264,0.689,179.71,4,11,1
6dGqGkYDoRrKh5UiIcTT22,Understand,BoyWithUke,sad rap,0.828,0.658,-6.19,0.14,0.81,1.06e-06,0.277,0.917,103.051,4,6,0
4YLKHaxYieIw6iMVfIvKm7,Migraine,BoyWithUke,sad rap,0.791,0.639,-4.962,0.104,0.358,0.0,0.0833,0.473,97.01,4,8,0
4ZUpTMKPYFTfJqamWFU9Zv,IDGAF (with blackbear),BoyWithUke,sad rap,0.782,0.728,-5.93,0.0768,0.427,0.0,0.25,0.876,97.975,4,5,1
5IXdkgrT4lb9sKIb8tbOQ3,Sick of U (with Oliver Tree),BoyWithUke,sad rap,0.62,0.814,-3.192,0.0911,0.306,0.0,0.0977,0.654,92.714,4,0,1
1ypwNj8eK2qAMDEs4EiIIX,Miss You - Bonus Track,Oliver Tree,alternative hip hop,0.587,0.742,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007,4,6,0
3gr1pMLpDJGqErHhhl7dEO,thought it was,iann dior,melodic rap,0.695,0.504,-6.09,0.0304,0.147,0.0,0.111,0.197,90.018,4,4,0
4BY4V1T0RJK1HmD2Q0ClyK,Oblivion,Grimes,art pop,0.697,0.529,-8.838,0.0338,0.115,0.896,0.0895,0.486,155.974,4,2,1
5DMrREzztuMUkLMDjMpJNY,Trampoline - Jauz Remix,SHAED,electropop,0.49,0.606,-6.604,0.0424,0.169,0.00106,0.0704,0.119,126.553,4,7,0
1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,modern rock,0.728,0.783,-4.424,0.266,0.237,0.0,0.434,0.555,77.011,4,11,0
0tr3v4Xa72pzKRlqb7v4Lu,Trasegando,Marea,punk urbano,0.479,0.976,-4.397,0.085,8.63e-05,0.00946,0.179,0.626,89.89,4,11,1
7svugfnT2bGt8zZTfVIclr,Lobos,Kamikazes,spanish punk,0.226,0.991,-2.602,0.0862,0.000328,0.0665,0.382,0.33,102.251,4,4,0
7fBJbfwWRSCje16iboEAF7,Venimos del Desierto,Nunca Jamas,sonora indie,0.627,0.803,-1.581,0.0357,0.0207,0.0,0.109,0.531,87.525,4,2,1
5Srks36XWpQoF47EYF7ExI,Rojitas,Extrechinato y Tu,indie extremena,0.599,0.497,-11.172,0.0399,0.105,0.00257,0.111,0.618,157.989,4,4,0
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,KALEO,icelandic indie,0.489,0.505,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255,4,10,0
2C6fzRAlaWOhKCOsn5a0Nk,Lo Que Me Mata,La Franela,argentine rock,0.664,0.811,-4.925,0.0287,0.0617,0.0,0.117,0.722,138.992,4,9,0
41rML4de6ySFAEgusyvq3R,Юность,почтисчастье,russian synthpop,0.581,0.862,-4.158,0.116,5.48e-05,0.249,0.0494,0.715,144.919,4,0,1
0cc3HERtXGbBijz4EGqIWW,Asado de fa,Sara Hebe,argentine indie,0.733,0.647,-4.654,0.269,0.442,0.0,0.117,0.834,85.085,4,0,1
4LAL36nGagL2EYjnXEz3vV,Insaciable,El Cuarteto De Nos,rock uruguayo,0.43,0.93,-3.75,0.0674,0.00392,0.0,0.274,0.5,186.122,4,2,0
3SqdNG4NyJwUNguqrmGtZ1,Incontinencia Verbal,Las Pastillas del Abuelo,argentine rock,0.452,0.746,-4.503,0.0332,0.0628,1.32e-05,0.585,0.603,164.63,4,7,0
3SzuLiXQ0rsRRnt8mMXrNo,Price for freedom,La Franela,argentine rock,0.549,0.954,-4.943,0.0489,0.000131,0.00217,0.0942,0.86,160.052,4,4,1
3iOFY423D3690MfhE74F8A,21 de septiembre,El Cuarteto De Nos,rock uruguayo,0.528,0.308,-9.769,0.0341,0.816,0.0,0.0934,0.256,80.017,4,9,1
5px66MtTBtuiCuX4yhqNdr,Por Colectora,Las Pastillas del Abuelo,argentine rock,0.68,0.865,-6.504,0.0475,0.00253,0.00394,0.08,0.947,159.941,4,9,0
6tsl5di0G2WX2vkmCiESeH,Enano,Las Pastillas del Abuelo,argentine rock,0.592,0.843,-5.951,0.0324,0.00512,0.000705,0.0942,0.584,140.094,4,2,1
3Azo521e0Tacq8znJWaDQO,Otra Vuelta de Tuerca,Las Pastillas del Abuelo,argentine rock,0.69,0.86,-4.324,0.0421,0.143,0.0,0.0963,0.951,144.968,4,2,1
1XVunUrydy4GwHcz9LheFE,Haggstrom,Curly,lo-fi vgm,0.732,0.514,-8.584,0.0397,0.307,0.00397,0.108,0.245,133.035,4,7,1
1wLYrmTo3HtsoTzfQnRZUY,Ojos de Dragón!,Las Pastillas del Abuelo,argentine rock,0.689,0.586,-6.302,0.0565,0.115,0.0,0.105,0.515,141.952,4,2,0
7AVpYzzLEQeMoeSq190Ncy,Fiesta en lo del Dr. Hermes,El Cuarteto De Nos,rock uruguayo,0.523,0.754,-5.922,0.0442,0.11,0.0,0.094,0.509,80.84,4,2,0
4MPwBYidOWnwpKlqQYJEzX,Va A Escampar,La Vela Puerca,latin alternative,0.616,0.737,-5.103,0.029,0.0135,4.25e-05,0.154,0.339,124.0,4,9,0
2wVk026aPEMxofNQvBIr8n,Me Gustas Tanto (feat. Sidonie),Miranda!,electronica argentina,0.748,0.885,-6.378,0.0349,0.000857,0.139,0.0745,0.961,127.011,4,0,1
0QUWDjKdItXClpaDbeaTAf,Quien Manda,Mala Rodríguez,latin hip hop,0.685,0.633,-3.921,0.211,0.0675,3.05e-06,0.0656,0.518,174.151,4,6,1
5lsQpCUKFaqaBGUAl9rZPR,Cum Laude,El Niño de la Hipoteca,cantautor,0.666,0.829,-5.463,0.0587,0.206,0.0,0.193,0.575,147.979,4,2,1
2a7UjwEFKZcmwxglvwpBb3,Invierno del 92,El Cuarteto De Nos,rock uruguayo,0.601,0.882,-5.191,0.0262,0.011,0.0,0.0963,0.696,105.022,4,7,1
1ozuMsJLTvFIMvlW7AWq95,Ya No Sé Que Hacer Conmigo,El Cuarteto De Nos,rock uruguayo,0.676,0.785,-5.39,0.0293,0.119,0.0,0.134,0.502,102.046,4,11,0
3tUk2PzTp8KCIU4cxstJq1,Yendo a la Casa de Damián,El Cuarteto De Nos,rock uruguayo,0.661,0.75,-5.816,0.0402,0.0614,0.0,0.267,0.524,105.984,4,9,0
5U4l5prXjPGv5fnP8nZ3kK,Hoy Estoy Raro,El Cuarteto De Nos,rock uruguayo,0.691,0.81,-6.373,0.0284,0.0324,0.0,0.148,0.455,102.038,4,11,0
0ePp0z6IzzKip3DQVw2S5Z,Todos pasan por mi rancho,El Cuarteto De Nos,rock uruguayo,0.513,0.786,-5.995,0.033,0.262,0.0,0.0923,0.29,84.908,4,4,0
0m29Kyrm8caxQ22r1rZ4wn,El balcón de Paul,El Cuarteto De Nos,rock uruguayo,0.695,0.933,-3.244,0.0306,0.0319,0.0,0.369,0.854,134.024,4,10,1
35LdDKNMwvKftENaj1WIwF,Enamorado tuyo,El Cuarteto De Nos,rock uruguayo,0.611,0.826,-3.906,0.0234,0.00239,0.000224,0.182,0.666,95.995,4,1,0
4LFrQltHBSWQ187o7oWJcS,Sólo estoy sobreviviendo,El Cuarteto De Nos,rock uruguayo,0.63,0.872,-3.254,0.0296,0.117,0.0,0.366,0.55,96.035,4,2,1
7pJzbW7hZ1yOLUBqRq5ZBt,Hola Karma,El Cuarteto De Nos,rock uruguayo,0.562,0.748,-6.861,0.0318,0.0111,0.000692,0.233,0.582,96.954,4,7,1
0YOwYApHSciCRtZmKTEgEa,Mirada de Nylon,El Cuarteto De Nos,rock uruguayo,0.623,0.804,-5.75,0.031,0.0144,0.0,0.0964,0.608,124.041,4,9,0
2TEnceAmZQR6bLLo5Fx7q9,Calma Vladimir,El Cuarteto De Nos,rock uruguayo,0.355,0.753,-5.851,0.245,0.0235,0.0,0.104,0.386,198.237,3,4,0
5H8M2ffRKcdqJTc6YTt4c2,El Innombrable,El Cuarteto De Nos,rock uruguayo,0.575,0.888,-4.184,0.0907,0.304,3.21e-06,0.151,0.613,89.999,4,9,0
1Bo2c0WwPmzognDcmLFNMe,Invisible,El Cuarteto De Nos,rock uruguayo,0.366,0.816,-5.521,0.0498,0.00807,0.0,0.0555,0.708,203.938,4,9,0
6H4x2MIySKNhrXdLkLJvcy,Fallaste Nostradamus,El Cuarteto De Nos,rock uruguayo,0.694,0.651,-6.961,0.0407,0.0203,4.06e-05,0.0914,0.599,110.065,4,2,1
5wjFUjiT4gKddiTX9urqN2,Contrapunto para Humano y Computadora,El Cuarteto De Nos,rock uruguayo,0.609,0.867,-7.031,0.25,0.0186,1.56e-06,0.344,0.35,114.364,4,2,1
43HJPKlwZ5jRrMnMfLcQ2T,El Perro Freddy,El Niño de la Hipoteca,cantautor,0.741,0.902,-4.402,0.0488,0.469,0.0,0.0686,0.934,131.061,4,2,0
0VQW5MJ1BP3FntQ9IzFBNM,Actitud,Gritando en Silencio,punk urbano,0.348,0.902,-5.887,0.0933,0.126,0.0,0.424,0.662,95.945,4,11,1
1FKKvyrgMdJFwf0NdM7P5Q,Cerca del suelo,Extremoduro,indie extremena,0.553,0.691,-5.546,0.044,0.297,0.0106,0.149,0.744,152.305,4,0,1
2v7exGU90YFXvlxUJ9dFvQ,Cristales Rotos,Sons of Aguirre,rap metal espanol,0.531,0.687,-7.4,0.0462,0.407,0.0,0.0875,0.943,82.562,3,0,1
7CXXzq7SIdH3I4L8m5P5h2,Solo Quiero de Ti,La Raíz,ska espanol,0.512,0.69,-6.401,0.0464,0.00831,0.0,0.251,0.731,166.026,4,4,0
5hXCTV8OCsNak8OVry7yzM,Bugambilia,Nasa Histoires,,0.589,0.783,-6.936,0.0564,0.416,1.95e-06,0.0955,0.576,90.042,4,7,0
5WWxj79hWjVq0wIBDCIw7T,Primer movimiento: Después de la catarsis,Robe,indie extremena,0.373,0.486,-14.838,0.0731,0.0806,0.00124,0.16,0.236,116.792,4,11,0
5wNZtFOmq64IAq7tKkIv8d,Gaucho Power,El Cuarteto De Nos,rock uruguayo,0.622,0.831,-5.753,0.0676,0.0262,0.0,0.127,0.704,109.976,4,11,0
0IfDzKy3k1t6OlfR1Zbo1B,"Ven, Pasa",ZPU,rap conciencia,0.447,0.68,-7.541,0.304,0.628,0.0,0.234,0.376,85.011,4,7,1
689o09PSSPw3BxnZHk2hNC,Quien Manda,Mala Rodríguez,latin hip hop,0.684,0.633,-3.921,0.211,0.0675,3.23e-06,0.0657,0.518,174.153,4,6,1
0j5u5RCr7LV4weyJdxkgR6,Nombres,El Cuarteto De Nos,rock uruguayo,0.593,0.725,-7.066,0.0255,0.0378,2.41e-05,0.0946,0.56,135.065,4,9,1
3NHSz1GyC5IeK1soZSjIIX,ИСКАЛА,Zemfira,classic russian rock,0.659,0.615,-7.633,0.0254,0.0218,0.0,0.162,0.568,95.032,4,9,0
6NFVDhRQpIueOxYuw5vQlz,Burning Down the House,Talking Heads,alternative rock,0.776,0.871,-11.108,0.0519,0.00294,0.0129,0.0598,0.57,103.249,4,5,0
6E0QvksY8P840Sg2kzPUoy,Scatman & Hatman,Scatman John,eurodance,0.805,0.832,-4.665,0.0555,0.219,0.00144,0.226,0.821,119.905,4,5,0
6dugx9WBSS8TDxbKqp9zmj,Scatman's World,Scatman John,eurodance,0.704,0.874,-10.801,0.0568,0.0706,4.84e-06,0.0947,0.939,146.989,4,11,0
0jqK7sGTLsHPkQrrcrGuKD,Still Waiting,Sum 41,alternative metal,0.431,0.95,-4.918,0.26,0.00105,3.63e-05,0.272,0.562,191.941,4,7,1
5s8onl5Lw5q1AijP5BUm7G,La mano de Dios (Homenaje a Diego Maradona),Rodrigo,argentine rock,0.395,0.855,-5.72,0.0618,0.784,1.11e-06,0.943,0.504,157.331,4,5,0
3hdQekpCI2L2j15XwIG2Bd,Kass' Theme,Mikel,lo-fi vgm,0.753,0.421,-10.36,0.0485,0.596,0.84,0.115,0.232,84.019,4,9,0
2UpDlIw9aI9gK0GphKQjZ8,SAD! ~ lofi,Closed on Sunday,anime lo-fi,0.51,0.242,-15.763,0.181,0.901,0.942,0.175,0.412,74.999,4,8,0
6byvMlUkFmNZIl8aprXRhL,Cuarto movimiento: Yo no soy el dueño de mis emociones,Robe,indie extremena,0.535,0.704,-13.44,0.0465,0.00906,0.00195,0.112,0.554,97.017,4,2,1
63Zg2q0NxOIoVu7olYHl9t,Segundo movimiento: Mierda de filosofía,Robe,indie extremena,0.489,0.708,-12.788,0.107,0.0128,2.84e-05,0.469,0.31,122.016,4,11,0
7DVhr2t5x2GLwhU3yFS3p1,Rapp Snitch Knishes (Live Instrumental) - Cover,OMA,,0.567,0.555,-10.544,0.0838,6.86e-05,0.904,0.336,0.803,95.023,4,10,0
6q6YaZyb5MDaPofi60yeew,Furret Walk 8-Bit (Accumula Town),Henriko 8-Bit,,0.732,0.379,-10.253,0.062,0.812,0.938,0.104,0.921,112.062,4,4,1
7f1MocyOZrNKWgHKfyRHbo,Bailar morghulis,Día Sexto,rap galego,0.71,0.923,-7.893,0.104,0.441,0.0,0.332,0.747,100.003,4,9,0
