id,name,artist,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,key,mode
4zF2MQued46ZoyOm8YQpyw,Más,Día Sexto,rap galego,0.683,0.741,-6.466,0.284,0.555,0.0,0.0526,0.932,89.632,4,2,1
2NK6Gq7j1plxRtAyYKdoKp,Rua Na Selva,Nativa,reggae catala,0.885,0.82,-6.123,0.0514,0.351,6.75e-05,0.0706,0.767,114.961,4,9,0
0HDh5QaLfCwi2xyvkei917,Sis puella magica!,梶浦 由記,anime score,0.437,0.405,-12.424,0.0332,0.617,4.36e-06,0.0836,0.404,148.119,3,7,0
29iIRrSuANyjnwag69PHOJ,Demoliendo Hoteles,Charly García,argentine rock,0.616,0.701,-8.467,0.0629,0.00321,0.0,0.39,0.411,78.983,4,1,1
34BMzIFvpIgacpqUvuNpOT,Maldición,Once Tiros,argentine rock,0.505,0.532,-6.001,0.0351,0.0713,0.0,0.0781,0.618,103.428,4,11,0
6zI4eWfBKdujnnLmXTIHqJ,Моя любимая,The Red Army Choir,musique militaire,0.245,0.203,-18.921,0.0476,0.929,0.0052,0.157,0.543,186.849,3,5,0
31wVu1EYhWOFCECXTqLWQ4,Moskau,Dschinghis Khan,classic schlager,0.752,0.84,-7.577,0.0359,0.103,8.15e-05,0.193,0.888,131.764,4,5,0
2ltWiec0N2xBIu5Hvi5uM4,The Less I Know the Sexy Back,Gold Slides,,0.716,0.368,-15.437,0.0332,0.147,0.28,0.457,0.774,117.004,4,9,1
1DxEbt6OSbrkRthk6pjZue,MERCHO,LiL CaKe,trap argentino,0.838,0.79,-1.602,0.108,0.431,3.33e-06,0.184,0.962,92.927,4,6,0
3RRb7m7zpenaWk4wyqcnm3,"Yes, the Music Is a Feeling",your best friend jippy,,0.703,0.781,-11.084,0.137,0.699,0.449,0.126,0.742,89.697,4,1,1
1kAg9rfHsyoYLEi7GxA4nM,Tal Tal Heights,Mikel,lo-fi vgm,0.796,0.294,-14.029,0.115,0.783,0.94,0.132,0.855,141.996,4,8,0
4imCqtH8ZVmovPcozJKIom,Mamá No Me Quiero Casar,XDinero,indie arequipeno,0.403,0.883,-5.98,0.296,0.00273,0.0,0.132,0.511,183.111,4,11,0
78CVgSm8s9pfpwCqvqzEYB,PRMVR,La Maravillosa Orquesta del Alcohol,spanish indie pop,0.585,0.608,-5.511,0.0263,0.0249,2.88e-06,0.337,0.562,95.805,4,10,1
1DtrlY4mOFrtuqgMYjXVJL,Rituales de Santería,ZOO,mestissatge,0.724,0.792,-5.398,0.0494,0.166,0.0,0.138,0.435,108.099,4,9,0
0fZgVsd0Bk64cAUOcUnQ0X,Vasos Vacíos,La Maravillosa Orquesta del Alcohol,spanish indie pop,0.516,0.537,-12.513,0.0411,0.0512,0.0,0.0787,0.367,144.887,4,9,0
0c4KyvtJPmHd5mnXYE5QnZ,Song of Storms,Mikel,lo-fi vgm,0.676,0.462,-8.458,0.0308,0.0195,0.885,0.117,0.474,85.015,4,2,0
2kRGvesjW6DsXPfSrhjYVp,Mateo,Tronic,chilean rock,0.539,0.936,-2.831,0.0953,0.0632,0.0,0.373,0.962,160.019,4,0,0
4JkQU5XnvMu7WroV5QEZa6,Bipolar,El Cuarteto De Nos,rock uruguayo,0.61,0.937,-3.641,0.0305,0.00556,0.0,0.0735,0.361,92.015,4,10,1
270ieNCOt945nOdUQubFI5,Para No Verme Más,La Vela Puerca,latin alternative,0.538,0.709,-5.781,0.0266,0.04,3.66e-05,0.108,0.453,131.039,4,11,1
5i9BN55sSR94Lfdes8seDp,Nos dijimos todo,Once Tiros,argentine rock,0.435,0.854,-5.461,0.0399,0.00902,0.000187,0.802,0.71,162.963,4,6,0
34CKJs7AevJpbrE53OFJwO,Lacanao,Once Tiros,argentine rock,0.68,0.717,-6.252,0.0318,0.00944,0.0,0.273,0.911,132.445,4,7,0
2Lo6jY6P6iiGMOfkx5N5Kt,Un Nuevo Yo Despierta,El Chojin,rap conciencia,0.627,0.72,-8.719,0.406,0.0463,0.0,0.0844,0.527,90.529,4,1,0
008BXU3kzngyZKVSjCyxpE,Un Pobre Con Dinero,SFDK,rap politico,0.792,0.764,-7.19,0.254,0.104,0.0,0.0956,0.531,134.996,4,5,1
0Ao7UyZ0IcKH9WQitKd0EL,Mañana Será Otro Día,Canserbero,boom bap espanol,0.651,0.689,-7.302,0.304,0.656,0.0,0.335,0.448,90.259,4,2,1
1jCBQphSQvBNDsCKYAxtP5,Con la Música a Otra Parte,Sharif,spanish hip hop,0.611,0.908,-2.928,0.323,0.222,0.0,0.296,0.889,87.904,4,8,0
0PHtFrmcK2kcUVkjb4auvj,Lucifer,SFDK,rap politico,0.623,0.835,-5.736,0.271,0.218,0.0,0.344,0.849,90.35,4,5,0
1B0BQaSRHxhI0AUlItY3LK,MALAMENTE - Cap.1: Augurio,ROSALÍA,latin viral pop,0.893,0.482,-4.779,0.0873,0.549,0.0164,0.0752,0.53,97.975,4,0,0
0YFoSD5VhoVrRbrnFERpVM,Yo te propongo,Rombai,cumbia pop,0.851,0.867,-5.062,0.0589,0.0514,2.33e-05,0.0361,0.77,112.178,4,0,1
1MPWWVtOcbdVQQzv01ajl8,El Whisky de Dios - En Vivo,Zambayonny,,0.545,0.266,-14.759,0.583,0.802,0.0,0.711,0.867,77.747,4,9,0
283NIRno2srDoclKAPmk0F,El Favor,Las Pastillas del Abuelo,argentine rock,0.377,0.664,-5.63,0.0465,0.309,0.0,0.15,0.427,75.191,4,0,1
6KDSrToeuM3UGiqEB1qNRN,Tutank’mon,Alan Sutton y las criaturitas de la ansiedad,,0.61,0.607,-7.414,0.0807,0.0738,1.75e-06,0.122,0.842,107.969,4,2,1
5DRQ4gbV0G3ZlCoNStk3CS,Hay Que Comer,El Cuarteto De Nos,rock uruguayo,0.561,0.839,-5.549,0.0368,0.034,0.0,0.111,0.532,139.961,4,2,1
15m2Op4d1ZtX0ScPaDNKcd,Vino Tinto,Estopa,pop flamenco,0.694,0.935,-3.215,0.105,0.359,0.0,0.0324,0.797,92.478,4,7,1
4s1LnLQZDVvAmzudHJs2kA,Goliardos,Lepoka,spanish folk metal,0.393,0.99,-3.793,0.0946,8.4e-05,0.000107,0.182,0.185,165.058,4,7,1
298w9ctLcj2YLvA17c6azA,Arte Moderno,IZAL,spanish indie pop,0.571,0.818,-5.559,0.0367,0.22,0.0,0.0769,0.455,141.948,4,8,0
4hTXeWayUVMwoz6v1CviSN,Copacabana,IZAL,spanish indie pop,0.62,0.81,-7.194,0.0485,0.0093,4.51e-06,0.207,0.512,144.924,4,9,0
1kasAbWIuasNPe1wNQ29qZ,Muérdeles,La Raíz,ska espanol,0.755,0.933,-4.799,0.048,0.0107,0.0,0.0671,0.646,112.989,4,5,1
59OZFynwa8dvBXCCGZKxCp,El Cuarteto Tapicero,El Cuarteto De Nos,rock uruguayo,0.693,0.825,-11.754,0.0973,0.414,0.0,0.314,0.871,147.371,4,9,1
6wLQT5JQj4Px9BbRn7Ylau,Los Locos,McKlopedia,boom bap espanol,0.686,0.446,-12.383,0.104,0.39,4.95e-05,0.115,0.798,81.964,4,2,1
0ohwsEUcp35gxowpLEx0os,Doble identidad,El Cuarteto De Nos,rock uruguayo,0.528,0.922,-2.818,0.0368,0.0051,0.0,0.503,0.641,129.934,4,0,1
19vhfSUgVJO2enJ6XidUGO,Molinos De Viento,Mägo de Oz,celtic metal,0.491,0.877,-3.758,0.0425,0.000259,0.0,0.0876,0.819,138.31,4,7,1
1J7Shem8gdOSiB5oHOxwNM,Desde la Postura,Las Pastillas del Abuelo,argentine rock,0.758,0.552,-8.424,0.0262,0.106,1.35e-06,0.67,0.735,96.898,4,9,0
0dQPkfweyWDzZ20Auq3F14,La danza del fuego,Mägo de Oz,celtic metal,0.477,0.836,-5.662,0.0506,0.033,3.43e-05,0.248,0.213,131.812,4,0,1
76GLflx9QeYC0pjhYyASo7,Tiburones en el Bosque,El Cuarteto De Nos,rock uruguayo,0.514,0.859,-7.002,0.0616,0.134,0.0,0.0984,0.484,123.38,4,9,1
6VVBXRsXAuN5UvqKNw7j0l,Cacho a Cacho,Estopa,pop flamenco,0.456,0.843,-8.682,0.0559,0.105,0.00176,0.0939,0.842,79.608,4,0,1
7bRA9BXy3nNpTOvABDD6EM,Història d'Espanya (Explicada pels Espanyols),Brams,rock catala,0.752,0.885,-5.827,0.0534,0.137,0.0,0.0838,0.816,102.974,4,0,1
5UB4pyeyR7d4LLJfVN4Kis,Rap Bruto,Residente,venezuelan hip hop,0.495,0.83,-3.857,0.346,0.183,0.0,0.079,0.579,82.671,4,9,1
6MllW0bsv7ZRUPSUlzNrkR,Me Bajo,ZPU,rap conciencia,0.484,0.747,-7.879,0.209,0.712,0.0,0.114,0.695,138.039,4,3,0
2rGAIoUicUqQ1hK0YlRShJ,Llora,Rapsusklei,boom bap espanol,0.792,0.803,-6.079,0.103,0.16,0.0,0.338,0.718,126.01,4,10,0
0DXPqpQC4HWt2RbcBv7ttW,Diluvio,Rapsusklei,boom bap espanol,0.613,0.725,-9.731,0.841,0.206,0.0,0.812,0.57,84.274,4,11,0
19TGi5QfX6Xj1GuRvStcQ5,Simbolos,Rapsusklei,boom bap espanol,0.62,0.745,-6.832,0.291,0.39,0.0,0.177,0.682,94.331,4,4,0
0cAJMbqcT7PZZ2FtlRZD0D,Enero,Rapsusklei,boom bap espanol,0.711,0.629,-6.289,0.209,0.522,0.0,0.138,0.696,89.989,4,10,0
2THlf4MhAOjn2OpGCmOyUW,A Fuego,Rapsusklei,boom bap espanol,0.725,0.832,-4.239,0.353,0.127,0.0,0.0768,0.646,88.367,4,2,0
6tR7jCnOKTWzhIMbDdXgSu,No Puedo,Gonzalo Genek,peruvian hip hop,0.787,0.577,-8.971,0.256,0.645,0.0,0.112,0.686,86.052,4,5,1
3B56Mr3QophjrI2hB9R2qc,Amor Sin Contrato,Gonzalo Genek,peruvian hip hop,0.773,0.609,-9.277,0.413,0.635,0.000187,0.26,0.885,88.183,4,4,0
0DjSa6czo5ywsf6iCtZW5A,Cannabis,Ska-P,ska,0.563,0.913,-2.741,0.0543,0.176,8.24e-06,0.107,0.952,120.884,4,7,1
0p3rxgmQPN5y6QEMzliGZc,Mis Colegas,Ska-P,ska,0.532,0.96,-2.188,0.0487,0.00151,5.29e-06,0.0639,0.689,163.841,4,7,1
1B2KqBbo71jf5n3lftM6G2,Inés,Boikot,hardcore punk espanol,0.572,0.899,-4.88,0.0633,0.00265,0.000384,0.0967,0.857,155.052,4,4,0
4kJP8Z888wREJ8bRMWNMuk,La vereda de la puerta de atrás,Extremoduro,indie extremena,0.403,0.893,-2.735,0.0474,0.437,0.000173,0.11,0.527,141.194,4,9,0
0tnUWBM4TDh9YiOh4XWPfF,Vino en Mi Jeringa,El Cuarteto De Nos,rock uruguayo,0.506,0.766,-9.052,0.0382,0.237,0.0,0.112,0.453,160.071,4,0,1
2qOvJOOTDDT4BzuN6gs9uE,Vino en Mi Jeringa,El Cuarteto De Nos,rock uruguayo,0.531,0.767,-9.796,0.0564,0.0338,0.0,0.129,0.791,97.419,4,2,1
6DWAOntbxkpsgKs9iJDEhW,Locura transitoria,Extremoduro,indie extremena,0.433,0.638,-9.331,0.0517,0.226,0.0862,0.119,0.35,137.81,4,6,0
4ejxQjTq8KyjfEHt6NbrYc,Muerto Pero Vivo - En Vivo,Cuatro Pesos de Propina,musica popular uruguaya,0.644,0.92,-5.149,0.0784,0.0806,0.000129,0.904,0.794,110.95,4,0,1
3KCh9BNkDmh5NIr36w3ERX,Represento,ZPU,rap conciencia,0.407,0.865,-4.379,0.437,0.676,0.0,0.205,0.372,80.131,4,6,1
3N17UG6Afw3DxXRcAmkOw5,Un Día de Furia,ZPU,rap conciencia,0.647,0.99,-2.171,0.319,0.21,0.0,0.355,0.592,92.909,4,0,1
6KL2AJqqZhmGeQHBzHq92X,Ángel Guardián,ZPU,rap conciencia,0.655,0.606,-4.784,0.124,0.567,0.0,0.436,0.199,94.024,4,11,0
3rvpRbeo8H1hwxtuj6REcp,Mamá Me Dijo,ZPU,rap conciencia,0.687,0.784,-3.741,0.217,0.382,0.0,0.084,0.948,84.961,4,7,1
745kmHSwugfDhult82d47J,Respeta Tus Sueños,Locus,rap conciencia,0.558,0.86,-6.346,0.277,0.0371,0.0,0.235,0.638,90.899,4,8,0
5rGXHIBXrINjQuab5zLLKM,Mi Mejor Amigo,ZPU,rap conciencia,0.586,0.781,-7.459,0.303,0.484,0.0,0.103,0.44,146.039,4,7,0
4Z1p2M8ycX5CGzovCXr1QL,Todo Lo Que Importa,SFDK,rap politico,0.703,0.802,-7.319,0.241,0.0603,0.0,0.0716,0.727,88.672,4,6,0
381KeLD7eIbeSEzQmxRs7x,Non é verán de Estrella Damm,Ezetaerre,rap galego,0.69,0.88,-4.996,0.128,0.718,0.0,0.0853,0.758,94.995,4,1,1
4EtriYD2qsXOHLCtN9K4db,Don,Miranda!,electronica argentina,0.779,0.868,-4.718,0.0612,0.173,1.01e-05,0.172,0.97,121.053,4,8,0
4gRu8e9ohJhZx4i1DByb56,Estudiar y Trabajar,Ases Falsos,chilean indie,0.619,0.479,-5.177,0.0331,0.0486,0.0,0.115,0.877,124.112,4,10,1
0SG4xDNll1vn1JgIXBDvda,Señores en el Brunch,SFDK,rap politico,0.808,0.726,-5.895,0.33,0.325,0.0,0.196,0.841,119.819,4,7,1
0bd6dXLLP9gU9R7ExxtJPi,Pandora,Mala Praxis,rap politico,0.802,0.816,-3.214,0.0674,0.804,0.0,0.055,0.543,80.299,4,9,1
3my6Uz9RmXcJB7yEnrth7C,Underground,Tom Waits,folk,0.766,0.323,-17.026,0.0656,0.113,0.00418,0.0936,0.765,155.957,4,5,0
0eCwAiq4qzQJJgQVaqUaCN,Swaggin' at the Partment,Ghostface Playa,drift phonk,0.533,0.948,-4.832,0.0681,0.00574,0.874,0.476,0.406,92.571,4,1,0
6oytv9amMEx3pxSw9UmEtv,El Gato Lopez,Ska-P,ska,0.605,0.989,-1.68,0.0901,0.069,0.0,0.33,0.727,110.103,4,0,1
0vLJOfGD9un0zK5K4UlTO4,La Soledad Comienza,Xhelazz,rap conciencia,0.634,0.917,-4.13,0.216,0.0308,0.0,0.106,0.626,90.938,4,8,1
3Hh2NDo6xmxPZEVQ4E7NOT,No Somos Latinos,El Cuarteto De Nos,rock uruguayo,0.442,0.849,-4.005,0.0854,0.0109,0.0,0.168,0.696,192.203,4,2,1
5mnpMkzp3Z2RCCbwIEZCbv,Phonky Town,PlayaPhonk,drift phonk,0.805,0.816,-4.685,0.346,0.363,0.826,0.121,0.338,124.966,4,1,1
03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK),Soso Maness,french hip hop,0.624,0.802,-4.818,0.311,0.0597,0.0,0.252,0.818,133.888,4,6,1
6kenOvzeNY6GxXTWKic1wd,Fuego,Shotgun Willy,meme rap,0.773,0.845,-2.494,0.054,0.322,0.0,0.135,0.612,134.98,4,1,0
0Gsw1SddS8flrLquzTLxkH,6 Días de Asueto,Riki Musso,rock uruguayo,0.531,0.675,-5.591,0.162,0.131,3.05e-05,0.173,0.261,146.612,5,6,1
0RE4crnT3jRms1xxVlEZx2,Bad boy,Marwa Loud,french hip hop,0.796,0.496,-8.165,0.0388,0.431,5.51e-06,0.0781,0.716,97.988,4,9,0
0ZICpziYDXDYmQ38hgJuXE,La posada de los muertos,Mägo de Oz,celtic metal,0.443,0.923,-3.043,0.0709,0.00146,0.0,0.0868,0.554,146.082,4,0,1
4tFYyQurNsy2ST5IfgeKhs,I si demà no tornara,Obrint Pas,hardcore punk espanol,0.491,0.975,-3.714,0.124,0.0635,0.0,0.206,0.889,180.003,4,11,0
37l4Qgcn1CuGlXx0jKhLpi,Caminamos,El Cuarteto De Nos,rock uruguayo,0.734,0.752,-6.049,0.0386,0.00859,1.84e-05,0.0852,0.541,117.998,4,9,0
1XekWoZnWxXD7yZODzIDmo,Whisky en Uruguay,El Cuarteto De Nos,rock uruguayo,0.721,0.622,-6.627,0.0256,0.765,0.000249,0.117,0.334,102.907,4,0,1
4mQhKCxIWCdF8oDFnWZ47c,El Día Que Artigas Se Emborrachó,El Cuarteto De Nos,rock uruguayo,0.599,0.797,-7.772,0.0575,0.0158,0.0,0.316,0.909,159.988,4,2,1
3giKdDV3Kf8omC3dAsYhaL,Борода,Zmey Gorynich,russian folk metal,0.629,0.957,-4.767,0.146,0.0054,7.78e-06,0.491,0.706,150.034,4,11,1
0ZE9OMXrBODYPdXD9OM47q,BACKWARDS,Ghostface Playa,drift phonk,0.506,0.935,-2.457,0.0459,0.0171,3.13e-06,0.186,0.281,174.952,4,9,1
13VEtVCYfLTVsq5STs3SlW,LUZ DELITO,WOS,argentine indie,0.583,0.977,-2.674,0.277,0.276,0.0,0.544,0.704,89.965,4,9,1
0EMJ0Vs5E6VchaJuLRKdfq,La Flor de la Sandía (Frutas en el Aire),Riki Musso,rock uruguayo,0.676,0.698,-5.498,0.0343,0.0783,0.0,0.116,0.863,130.998,4,0,1
2kHMrSmCFjxS76sQnhdxfJ,El lado soleado de la calle,El Cuarteto De Nos,rock uruguayo,0.639,0.933,-3.32,0.0301,0.132,0.0,0.312,0.949,130.011,4,0,1
54BzdXywkL08S9uxFuqwWQ,Nuestro Aporte,Riki Musso,rock uruguayo,0.94,0.725,-7.395,0.0472,0.0102,0.000806,0.0565,0.978,121.993,4,7,1
4cdo24WodaLQMdYrMa8KaJ,Nadie Pone Fin,Antílopez,flamenco fusion,0.845,0.773,-4.974,0.0326,0.00486,0.0778,0.125,0.761,115.998,4,7,0
7DQfrqIhMwLvoQSdtWknOh,Code Red,Dr. Phonics,speedrun,0.482,0.972,-2.94,0.109,0.000561,0.0442,0.0616,0.743,170.042,4,1,1
436ZEAYaedGUIUAfrFa6SH,Сорочинская ярмарка,Zmey Gorynich,russian folk metal,0.614,0.975,-3.466,0.0834,0.000341,4.51e-06,0.64,0.369,110.101,4,6,0
6wvZKqzwmBZBBuBmgFi9Rd,Bella Ciao de Libertad,La Sonora Yarana,,0.545,0.82,-3.744,0.0412,0.34,1.04e-05,0.213,0.701,107.87,4,9,0
3mR3YUKYS7MWCrjKiUFYop,Cotidianidad,Orión,,0.601,0.771,-5.231,0.031,0.169,0.0,0.11,0.87,94.994,4,7,1
675IFHR3rOjk7agtkH7UJP,The Most Mysterious Song on the Internet,Scooter,,0.551,0.777,-9.254,0.0352,0.146,0.00224,0.095,0.417,130.001,4,7,1
4RMRDTEu39u9G4XrrEGiXf,Rasputin (heavy demo version),Turisas,folk metal,0.346,0.958,-2.391,0.113,7.08e-05,0.000488,0.29,0.634,81.062,4,11,0
6TSjtPuHtAlS8AHkOu8AQU,Mundo Hipócrita,Green A,rap conciencia,0.894,0.622,-5.811,0.299,0.103,1.1e-06,0.0974,0.696,96.96,4,8,1
7qfWb1KWbSssLMhfTsyT3C,They Took the Like,BloodyD,,0.662,0.692,-5.022,0.209,0.0176,0.788,0.159,0.487,165.117,4,5,0
7CHDC5kUFQwIHsK1hhGpol,Criminal,Riki Musso,rock uruguayo,0.469,0.802,-4.22,0.0619,0.0486,0.292,0.345,0.682,164.982,3,4,0
7AzlLxHn24DxjgQX73F9fU,No Idea,Don Toliver,rap,0.652,0.631,-5.718,0.0893,0.524,0.000579,0.165,0.35,127.998,4,6,0
3EqqRfm2hQpui26Tz5yBtd,El Empleado y la Muerte,El Cuarteto De Nos,rock uruguayo,0.466,0.568,-13.037,0.0314,0.0833,0.0,0.358,0.515,157.631,4,1,1
6cNSOKvw5hYVrOCrLw8joJ,Dream On (Glee Cast Version) (feat. Neil Patrick Harris),Glee Cast,glee club,0.417,0.622,-4.706,0.0299,0.0128,2.46e-06,0.614,0.224,154.022,4,3,1
1xsYj84j7hUDDnTTerGWlH,Dream On,Aerosmith,album rock,0.392,0.476,-7.583,0.0249,0.397,0.000163,0.309,0.234,78.031,4,1,1
1vgfNhZVIU37PVkLXSuek6,Solari,Cuatro Pesos de Propina,musica popular uruguaya,0.736,0.73,-4.528,0.0304,0.0658,0.0,0.041,0.964,104.006,4,9,0
0uCKawvDKjr0AegelrzSuX,El aprendiz,El Cuarteto De Nos,rock uruguayo,0.573,0.658,-5.557,0.0396,0.0195,0.0,0.209,0.481,105.052,4,1,0
3xdzopoC8RLPrY8lKs0MSa,30 Monedas,Los Estramboticos,latin alternative,0.643,0.908,-5.878,0.0406,0.000262,3.93e-05,0.23,0.876,162.02,4,4,0
6XxIFsqBxiUct0UK7deoJ0,Carnavalintro,Chano,argentine telepop,0.588,0.885,-4.356,0.221,0.141,0.0,0.339,0.776,190.198,4,6,0
6nqdgUTiWt4JbABDurkxMI,Sahara,Hensonn,drift phonk,0.615,0.521,-9.488,0.0318,0.146,0.772,0.11,0.045,115.016,4,2,1
3luzfQAgpTWihtYQN5XBmO,"Gasolina, Vidrio y Mecha",Boikot,hardcore punk espanol,0.276,0.954,-3.165,0.24,0.00423,0.0,0.403,0.419,79.994,4,0,1
2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,INTERWORLD,phonk brasileiro,0.593,0.641,-12.727,0.0992,0.426,0.901,0.122,0.147,175.014,4,7,0
5jW3rF4URMdK7tO2xjS5EI,Tal Vez,Paulo Londra,argentine hip hop,0.855,0.649,-2.443,0.151,0.25,0.0,0.0801,0.741,161.986,4,8,1
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,art pop,0.678,0.533,-10.485,0.186,0.462,0.219,0.139,0.323,150.455,4,4,1
2NWaWZZLFMcr5P4uI2KvWy,En El Radio Un Cochinero,Victor Cibrian,corrido,0.696,0.623,-8.738,0.0438,0.466,8.61e-06,0.0983,0.965,154.028,3,6,0
2KOR0FNI6I9OgSH0w59oCI,FIGHT CLUB,MoonDeity,gym phonk,0.701,0.9,1.099,0.129,0.00158,0.946,0.626,0.506,109.135,4,1,1
74xJ93SJIeY3yunnJ3lbGm,Calle de la Llorería,Rayden,rap conciencia,0.588,0.897,-3.255,0.231,0.0522,0.0,0.73,0.612,94.152,4,4,1
2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,Joan Jett & the Blackhearts,glam punk,0.611,0.882,-11.225,0.0538,0.0847,1.08e-06,0.192,0.605,117.932,4,9,1
5Kc2wsk09yBPe4RDQMwXF4,Purple Passion,Diana,,0.572,0.977,-3.651,0.0535,0.0309,0.728,0.223,0.816,168.011,4,2,0
619p8Frf2gdv76xeN7At76,I Can Do Anything / Finale,Christopher Lennertz,soundtrack,0.475,0.373,-9.069,0.0472,0.584,0.73,0.416,0.137,123.664,4,9,1
1K45maA9jDR1kBRpojtPmO,Attack of the Killer Queen,Toby Fox,indie game soundtrack,0.46,0.978,-7.974,0.0477,0.391,0.176,0.249,0.456,144.017,4,10,1
299X2r8Ei0ecTat3CdmdaA,Beethoven Virus,Diana,,0.541,0.956,-3.781,0.113,0.0124,0.841,0.0643,0.673,156.025,4,9,0
78OBZL4Z6QHdwwloWIh0Lt,Teenagers,My Chemical Romance,emo,0.463,0.857,-3.063,0.0632,0.0506,0.0,0.184,0.856,111.647,4,4,1
4oMyggIzClkOcCTvotFLkP,Why Not,Ghostface Playa,drift phonk,0.725,0.984,-1.638,0.0351,0.000718,0.895,0.372,0.931,119.983,4,9,1
080PmEUcM6GjVE13suRCfq,Fire Magic,Virtual Mage,mallsoft,0.684,0.552,-9.745,0.0335,0.126,0.763,0.193,0.565,95.985,4,5,0
3VSt7R9LHTomKGP1RhkvuT,Una y Otra Vez,Rombai,cumbia pop,0.685,0.799,-5.945,0.0542,0.122,0.00244,0.374,0.892,105.069,4,0,0
655QAfdhzs2uNgDs7YSxPW,Se Abrió la Vela,La Raíz,ska espanol,0.833,0.758,-5.021,0.047,0.0358,7.54e-06,0.114,0.755,92.98,4,4,0
1xOEQF08gMK0lHuBrHHQww,Animales Hambrientos,Desakato,punk urbano,0.519,0.918,-5.539,0.0418,0.0017,7.76e-05,0.164,0.447,96.051,4,8,1
777zXDJpBufzttU4AJ2dGO,I Don't Want To Set The World On Fire,The Ink Spots,lounge,0.445,0.146,-16.064,0.0333,0.962,1.05e-05,0.249,0.332,86.637,4,5,1
6YefwI4679EKTwDzbvCpRd,GARRETTS REVENGE - 2018 Cover,Aidan Vaughn,,0.781,0.392,-14.912,0.0462,0.494,0.0197,0.102,0.309,139.951,4,7,1
1jDMi92a9zNQuPD3uPMkla,Fallen Down,Toby Fox,indie game soundtrack,0.624,0.66,-12.779,0.0569,0.797,0.786,0.114,0.871,110.021,3,2,1
598B9RU1jZhObFSQJhisIa,Birthday Suit,Cosmo Sheldrake,pov: indie,0.701,0.572,-8.115,0.222,0.83,8.43e-05,0.121,0.524,62.542,4,8,1
1mJDRVCd0L65QSxfut8r3u,Brittle Bones Nicky,Rare Americans,pov: indie,0.773,0.744,-6.103,0.0689,0.182,0.0,0.239,0.71,129.954,4,1,0
79Ze2WRxpZDoMgi3V6vziD,Hijo de la Luna,Stravaganzza,reggae catala,0.405,0.955,-3.483,0.39,0.0217,0.0,0.122,0.188,160.158,3,1,0
0xyhHET6yRf0GQyEH6yexU,Señoras y Señores,Sonotones,punk urbano,0.466,0.953,-5.044,0.069,7.48e-05,0.0164,0.0774,0.433,150.127,4,10,0
5BvuyYHjA98IxU0nQUGzZr,Heavy Soul,The Black Keys,alternative rock,0.432,0.617,-3.125,0.049,0.53,0.00553,0.122,0.873,98.326,4,0,0
7f922j0QjIUJI7v3aAGQiP,Al Mas Allá,Los Daniels,latin alternative,0.316,0.936,-2.863,0.0898,0.0349,0.0392,0.0757,0.665,182.607,4,4,0
35xmSciP2D7fkPVQVjYdKe,Norwegian Reggaeton,NanowaR of Steel,comic metal,0.608,0.804,-5.354,0.0616,0.0423,0.0,0.303,0.706,103.914,4,1,1
4qn2ZtHRDmcfgVPnl38N8p,El asesino del tiempo,Dinamo,ska espanol,0.62,0.977,-1.396,0.0408,0.135,0.0,0.633,0.968,154.184,4,9,0
3y7rAWPbsbUpjbqGFxIAww,Adán vs Zeus Rap,MegaR,latin viral rap,0.63,0.855,-7.225,0.209,0.195,0.0,0.425,0.409,85.995,4,9,0
57kYeaTLlVpVQMdflUoxYw,Rómpase el Vidrio en Caso de Emergencia,Allison,latin alternative,0.442,0.99,-1.752,0.111,0.000272,6.18e-05,0.264,0.303,184.931,4,0,1
5WFMNTNftON3cLPLVa7kwi,Mundial 2006- Canal 4,Señor Trepador,spanish rock,0.615,0.825,-4.871,0.0492,0.0481,0.0,0.0799,0.874,100.048,4,9,1
63WuQOXohQIxOxIFA2K7bR,SUPERMODEL,Måneskin,indie rock italiano,0.636,0.876,-3.413,0.0555,0.00164,0.0,0.117,0.799,120.983,4,7,1
3wmy2N3KGBM9qKRRb2bNLr,Una Noche Más,Robleis,pop argentino,0.904,0.682,-4.208,0.0898,0.173,0.0,0.0938,0.93,92.003,4,5,0
0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,0.664,0.714,-6.645,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,4,7,0
5PeuB1pbYu2YiqJyTcgR1T,They're Not Happy About Me,Gabriel Templar,,0.767,0.646,-7.45,0.101,0.6,0.0,0.0968,0.654,98.955,4,1,0
5Us3svqTvNAdnQfEYfoL5g,La Trampa es Ley,LIT killah,argentine hip hop,0.596,0.71,-5.815,0.136,0.243,0.0,0.204,0.632,117.871,4,6,1
1TsrGEUQWMA7t542V7ppuP,Lent,Autoheart,hopebeat,0.624,0.928,-4.289,0.0316,0.218,0.0,0.312,0.668,102.029,4,3,1
5nFQqOyGBIC4jhddXgYNxW,Sácame de aquí,Gritando en Silencio,punk urbano,0.543,0.93,-2.928,0.0428,0.00018,0.0,0.204,0.75,94.988,4,7,1
